,Insult,Date,Comment
321,0,20120611190542Z,"""Libero ha per vicedirettore un signore che ha pubblicato l'audio di una telefonata PRIVATA con un parlamentare, Crosetto. Libero fa campagne contro le intercettazioni e poi pubblica telefonate PRIVATE (""quel testa di C \xe8 andato a Milano"" diceva Crosetto del suo boss). Il DIRETTORE di Libero si \xe8 fatto un attentato da solo, o forse \xe8 stata la guardia del corpo recidiva. Pansa, Il megagiornalista, su Libero ha scritto (e mai smentito) che ENRICO BERLINGUER ha telefonato a Curzi per raccomandare la figlia, nel 1991. Da MORTO! Questo \xe8 libero. Che si prendano Freda."""
331,0,20120618192916Z,"""Mine too. So I just assume all the time over what it was. \n\nMost of the time, they are correct assumptions."""
341,0,,"""Cant wait, this guy is amazing."""
351,0,,"""@Doremus Jessup 2.0 ""Little bastard shot me in the ass!"" --The Waco Kid"""
361,0,20120612035858Z,"""I have one too! And I snagged a black and white maxi skirt from target last week! It's so comfy!! :) Where did you get your dress?"""
371,0,20120610080953Z,"""Great Pin Bea. This photo just tells a story."""
381,1,20120619090606Z,"""why dony you fuck off"""
391,0,,"""Democrats believe the government should take care of them... republicans feel you should get off you lazy ass and make something of yourself....."""
401,0,20120610141834Z,"""The comments about this sad story only proves how ""smart"" some people are in this once great nation. Kenya is an US ally and have been for years, including during W. Bush's administration. If this ""crash"" was an act of terror, this would not be the first time Kenyans faced acts of terror due to their alliance with the US. Remember the US embassy terror bombings in the late 1990's? By the way Kenya is 80% Christian and the people are not starving to death, for those who somehow believe Kenyans are all terrorist trying to destroy America because Obama's father was Kenyan. Get an education before posting ""smart"" comments about a nation you ""smart"" posters obviously know nothing about. My heart goes out to the good people of Kenya during this tragic event."""
411,0,20120502232044Z,"""Sling the term liberal around a little more because people might actually begin to believe you aren't a pro-life democrat."""
421,0,,"""Joe Paterno let an accused Pedophile roam the campuses free....when Sandusky was charged in 1998....Paterno simply let him ""retire""----and why did no other college in the NATION try to recruit Sandusky? Because they KNEW he was dirty filthy pedophile...yet Paterno continue to befriend him...even letting him use the locker rooms...so that...another boy could be ANAL RAPED in the locker rooms of Penn State....Ask yourself...why would Paterno even CONSIDER letting a Man (friend or not)----back on campus after accused of being a Pedophile?!?! Unless Paterno didn\\'t care? Paterno is just as much to blame..was his stupid decision to let the man back on campus after a D.A. was investigating and continuing to investigate Sandusky up until 2005 when the D.A. went missing and is presumed DEAD (oh and his laptop and hard drive were destroyed too...can you say cover up?!!"""
431,0,20120515201255Z,"""Are you stebbers?"""
441,0,,"""Last I checked the constitution still said ""All men are created equal"", even the gay ones. \\xc2\\xa0How would straight folks feel if their right to marry was taken away? \\xc2\\xa0Come on. \\xc2\\xa0Fair is fair and equality is equally. \\xc2\\xa0\\xc2\\xa0Everyone should have the same opportunities as the rest of us. Just because you don\\'t agree with the lifestyle doesn\\'t give anyone in a fee country the right to force that opinion on others. \\xc2\\xa0We spout freedom as our most treasured of ideas yet we want to limit the freedom of some individuals. \\xc2\\xa0That is what doesn\\'t make sense. \\xc2\\xa0If you don\\'t agree with gay marriage, don\\'t be in one. \\xc2\\xa0But don\\'t restrict someone else from conducting their lives as they wish. \\xc2\\xa0That kind of control is communism."""
451,1,,"""What is the point of switching between accounts?\\nJust so you know, you are being software tracked.\\nIts useless you stupid imbecile. """
461,0,,"""two words....WHO CARES.....Needs to sort his prepubescent face out bless him..has she been made to sign the sex offenders register?  Silly girl"""
471,0,20120514050954Z,"""you are amazzzzing! Give up your full time job and START PAINTING AGAIN1  These are remarkable!"""
481,0,20120515143841Z,"""No, but you can't just treat someone like a piece-of-shit just because you think your shit don't stink.  No one is above the law, so by law you have the right to ask a person to leave your property if they are disturbing the peace or damaging property, or stealling."""
491,0,20120530132325Z,"""I would like to see EVERYTHING in japan. yes everything because I am dying to go japan soon. but im afraid that I dont know japanese. Can you tell us your itinerary?? any hotel reccomend ? shop that couldnt miss... and japanese culture =) hehee\n\ntwitter is @rumtumcat"""
501,0,20120619105734Z,"""Here he is out of character where he mentions why he won't let his kids watch Colbert Report. \nhttp://www.youtube.com/watch?v=DNvJZCFpdp8"""
511,0,20120620110804Z,"""Il ponte sullo stretto, la maddalena, la new town di L'Aquila, l'expo 2012, le olimpiadi, gli europei e via dicendo..."""
521,0,,"""@Coach P @pastert33 I do agree on Herrera. I love the way he plays ball. You realize next year we may have Jenkins, JHC, Foster and Herrera as our starting 4."""
531,0,20120620141559Z,"""not to mention all the LAME BROTHER IN-LAWS she'll be getting"""
541,0,20120612020801Z,"""Life, motherfucker. Lmfao gets me every time."""
551,0,20120619002607Z,"""Kennedys where sure man whores."""
561,0,20120530010807Z,"""Best MMO that will be out in 2012. \xa0It will be niche however, because 90% of MMO gamers are clickers and lazy gamers and this game does not support clickers and the lazy crowd."""
571,1,20120610142641Z,"""Well you just lost all credibility when you said you were a student of Limbaugh University! Now you are just a TROLL! Nobody cares what you think or say, you are being flagged every time you post one of your degrading comments! Enjoy while it lasts!"""
581,1,20120609180947Z,"""<cite>\nExactly how often did your daddy r\xe4pe you? Weekly Hourly?\n\nYou're easily the most depressingly buttf++ked piece of shite ever to vomit their halfassed moronic excuses for the English language on this site. \xa0You think you're being clever, but your grasp of colloquialisms and sarcasm are hilariously pathetic. You're a fool. Your posts are puerile and you personally have no value. \xa0Nobody here likes you. H\xe9ll, nobody here even <i>tolerates you</i>. If these people could recognize you on the street they would spit on you. My best guess is you're the result of unprotected buttsex between your mother and the family dog. \xa0An abomination with no justifiable reason to exist.\n\nNow do us all a huge favor and <b>go fuckyourself with a chainsaw</b>, ""Sparky"". \xa0Slowly and painfully.\n\nEveryone! Blow this pathetic Obamatroll <i>a big sticky sphincter kiss!!!</i>\n\nMMMMMMMWWWWWWAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!!!!!!!\n</b>\n\n\u2026\u2026\u2026\u2026\u2026\u2026\u2026./\xb4\xaf/)\n\u2026\u2026\u2026\u2026\u2026\u2026..,/\xaf../\n\u2026\u2026\u2026\u2026\u2026\u2026./\u2026./\n\u2026\u2026\u2026\u2026./\xb4\xaf/'\u2026'/\xb4\xaf\xaf`\xb7\xb8\n\u2026\u2026\u2026./'/\u2026/\u2026./\u2026\u2026./\xa8\xaf\\\n\u2026\u2026..('(\u2026\xb4\u2026\xb4\u2026. \xaf~/'\u2026')\n\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026\u2026..'\u2026../\n\u2026\u2026..\u2026\\\u2026.....\u2026\u2026. _.\xb7\xb4\n\u2026\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026..(\n\u2026\u2026\u2026\u2026..\\\u2026\u2026\u2026\u2026.\\\n\n</cite>"""
591,0,20120530101807Z,"""bosh is ready they just dont need him to play"""
601,0,20120611210213Z,"""@BabaPuppe: thats right negro, run off the site because you are no match for me anyway. only ""PU"" to the ""C"" like you is no match for me."""
611,0,20120527181535Z,"""God is not a Republican, nor an American, nor a Conservative"""
621,0,20120619183949Z,"""FUCK YOU NEWSDAY."""
631,1,20120619222716Z,"""FUCK ALLA YALL YMCB TAKEOVER WEEZY JUST TIRED OF THE BEEF DAS WHY HE SAID THAT\xa0http://www.youtube.com/watch?v=5n7oA_Kk1IQ"""
641,0,,"""@jakesnake99 @skywaker9 (David) There's enough Rhino for the both of you."""
651,1,20120320211949Z,"""Laffin?\xa0 You don't laugh at anything you jihadist puke."""
661,1,20120619002826Z,"""AWE.......\xa0 Poor wittle troll on Patrol is TOO $TUPID to speak onlyEnglish, SO I'M THE BAD GUY.\xa0 SERIOUSLY?\xa0 LMFAO!"""
671,0,20120611204033Z,"""Did you really use the word ""evoking""?"""
681,0,20120610042525Z,"""You are a theif are you????"""
691,0,20120619173940Z,"""A pic from Queen NIcki concert last night.\xa0\nhttp://twitpic.com/9xz941\xa0Now you tell me..who the fuck is winning!"""
701,0,,"""Jay-- My condolences to you and your family. It's a terrible way to get a wake-up call, but I'm glad you've found a way to channel this terrible loss into something positive for you and yours. Enjoy life in the (slightly) slower lane.  """
711,0,20120619191032Z,"""Like our first ever credit rating downgrade."""
721,0,20120529200551Z,"""She was kind of a main character."""
731,0,,"""Look at the bright side, the libs/dems have this David Crock/Brock character supporting their side, a strong wind will blow him from LA to Boston."""
741,0,20120528114402Z,"""The U.S. govermet spends billions of dollars every year guarding against al qaeda."""
751,1,20120515185538Z,"""lol, your full of chit , just another stupid liberal"""
761,1,20120610031032Z,"""@peter8888,\n\nYou showed your true colors. In addition to comment misdirection, you are now using name calling and innuendo.\n\nName calling, innuendo, comment misdirection, the last refuge of someone who has no viable, logical, or well reasoned comment."""
771,0,20120619202639Z,"""And who protects us from you when you decide you don't like our political views or our religion or the color of our skin? And how is asking for some reasonable safety precautions taking away your rights?"""
781,1,20120619170743Z,"""Doubt it.. again showing your awesome reading comprehension skills.. i said you're acting like a b!tch not you are a b!tch big difference there genius"""
791,0,20120527185632Z,"""who gives a fyck this is his second year"""
801,0,20120530053012Z,"""as a browns fan, i softly weep."""
811,1,20120320180328Z,"""You need some serious psycho;logical help."""
821,0,20120527215030Z,"""Obama does what he thinks is best for the country, GOP does what they think is best for the Republican party......it should be an easy choice come November."""
831,0,20120612071856Z,"""Wake up and smell the coffee, who is the current premier of the WC?"""
841,0,,"""what a great way to run a business."""
851,0,,"""First of all its the SCOTUS moron, and secondly the ruling by the 9th is \\nwritten for Kennedy bro, have you read it? It mirrors Romer v. Evans, I \\nwouldn't be so sure about your slap down, we only need one vote from the\\n Supremes and judging by their rulings on gay rights and equal \\nprotection in the past, Perry v. Brown is a slam dunk\\xc2\\xa0 for our side."""
861,0,20120619181811Z,"""SO everyone is on board for that mosque to be built near the Twin Towers?"""
871,1,20120609235122Z,"""lol ur dumb/retarded"""
881,1,20120620163353Z,"""says the child who does not understand what relevancy means.  It's ok Schimidt, we get the fact that you are a closed book.  Thankfully, your impact on society is meaningless.  I accomplish more in the first hour of my day then you have your entire life"""
891,1,20120620135033Z,"""I wish the same to you uglyandpoor.  You have nothing to say of your own, so you post things I have said - out of context.  You are a horrible little person.  flag yet again."""
901,1,20120320142343Z,"""Coolest president ever? Your a complete waste of oxygen and resources. Phucking idiot"""
911,0,20120514051030Z,"""You just went full retard.  Never go full retard."""
921,0,20120612063755Z,"""im sorry but dont nobody just pick somebody out randomly and start attacking...like she went ham for a reason. kimora seem like one of those low-key stank bitches. it might not be all true but kimora played a role. aint no black chick just just gon go off like that."""
931,1,20120612034208Z,"""huck huck huck, no... but giant pictures of them beating the_crap out of idiots like you are ok!!"""
941,0,20120609192115Z,"""I  notice you haven't  responded.  You only care when you are telling other people how dumb they are. Again who is your team UJ???"""
951,0,20120514050850Z,"""@cheatingrangers\xa0\n\xa0\nWe shall see only a fool predicts the future, you qualify."""
961,0,20120502132655Z,"""You are such a talented photographer!"""
971,0,20120619200631Z,"""That is kind of a sexy photo though. Who took it?"""
981,0,20120612034735Z,"""I imagine he lives in Virginia, he's wouldn't live with the riffraff in DC."""
991,1,20120619222807Z,"""Klein, you are a coward. Did you really interview these guys, just to mock them. \n\nBest part is that you stop short of belittling Scheartz. Even you know that would probably be the last straw in your downward career."""
1001,0,20120528045218Z,"""why the hate man? Done nothing to you....ever...."""
1011,0,20120609221240Z,"""Warren Buffet owes corporate taxes back to 2003..\xa0 He doesn't want to pay his fair share..."""
1021,0,20120611235414Z,"""In Chicago, we say gas station."""
1031,1,20120620014312Z,"""No actually, you've shown me no source, all recent data has been shipments, idiot. Your other comments would hurt if you were actually relevant, moron of the year. Explain how that's still not dominant, kid."""
1041,0,20120619143245Z,"""Citizen9,\xa0\n\n\xa0you can't keep liberal style lying your way thru life.\xa0\n\nThe truth will prevail. I know thats anathema to you.\xa0\n\nYou need help."""
1051,0,20120612145338Z,"""Votto was in our farm before Krusty ever came here. So was Bruce and Cueto. Phillips was here too but not from our farm you idiot."""
1061,0,20120612060219Z,"""\xc1no, v\u0161etci \u010do ho pozn\xe1me vieme, \u017ee hr\xe1 len do vlastn\xe9ho vrecka !!!!!"""
1071,0,,"""\\xc2\\xa0Supposedly, a very rare pattern in the ""C"" position, or sometimes referred to as the ""bullish doggy-style manuever"", take your pick!\\xc2\\xa0 LOL!http://www.screencast.com/users/hoof_hearted/folders/Default/media/63e5082f-2692-4214-865c-4701ba356a88Very suspect, though!(*if someone has posted this, my apologies, I\\'ve not seen it)"""
1081,0,20120620022954Z,"""Faux is a better source of animus."""
1091,0,20120612031140Z,"""Based on the architecture, stucco building and foliage....oh, and the dancing gay black kid, I'm betting this is from Florida."""
1101,1,20120612024132Z,"""Your Mother is the clubhouse whore..."""
1111,0,20120612143504Z,"""There's far worse things happening in Africa,and where's your humanity towards africa.More than half of Mali has been taken over by FSA best mates Al Quaida,Mauritania still has a slavery system going on,Chad,Niger,Darfur,South Sudan are on the brink of famine,Somalia once again FSA best mates Al Quaida ruining the country,north eastern congo there's deaths and mass rapes,don't you reckon some of the issues in Africa are far worse than syrian regime battling terrorists."""
1121,0,20120530145624Z,"""Laird ans Avila (and Santos) may be among the Tigers' most marketable players- at least as far as trading for a starting pitcher or a starting 2B is concerned."""
1131,0,20120528144444Z,"""Is this a defensive stand for Theo or an offensive jab at paolo? They really aren't the same thing. If you've been reading him THAT long and dislike him THAT much then ignore his comments. The irony is , many of paolo's views and opinions bring the GOOD Cub Fan out of many of us .( rahrah) The guy was a Military Drill Instructor devoted to creating fearless fighters. He just does it on a different scale now creating fearless fans out of fair weather fans. Just Sayin man."""
1141,0,20120514051016Z,"""Ha ha wait until you have your own kids:)"""
1151,0,20120611202808Z,"""I think I'm in love with you..."""
1161,0,,"""and rape and incest? \\xc2\\xa0That's self control too?"""
1171,1,20120620162014Z,"""But, you couldn't show ANY proof of that, even if it was true.\nGo away. You are an embarassment to your Klan brothers, your family, your neighbors, your teachers and America as a whole.\nFind something to say that is not directly quoting Nazi or Stalinist propaganda. \nThe most pathetic poster on the web. You are below Oberbite, a Soros trool or the ignorant little heap that wwrote ""Waiting to Exhale""."""
1181,1,20120612115443Z,"""Are you fucking dumb? ""making it clear that the group was delaying their comeback due to album production and not to\xa0avoid competition with other groups."" \xa0You should be thankful that 2ne1 didn't cameback this june, if 2ne1 did, those awards will be owned by 2ne1. \xa0Fuckin insicured fx fan."""
1191,0,20120515185619Z,"""Mom looks like an ol' ho from way back herself. Screw her and her pervert a$$ son."""
1201,0,20120515232334Z,"""You would know a thing or two about having trains ran on yourself sending messages from theo lacy..."""
1211,0,,"""He's not an Isolationist. He just does not want a foreign policy that ends in America stomping all over the world like Babylonians. \\n\\nOnly RON PAUL will defend Israel when they blow up Iran's nuclear sites\\njust like only RON PAUL defended Israel when they blew up Iraq's nuclear sites.\\n\\nRon Paul is hardly an isolationist, he just recognizes a lot of tough truths about America's foreign policy that the self-righteous warmongers just can't seem to swallow. """
1221,0,20120619201706Z,"""Allan Evans......some who actually pay to see you......\n\nMore fool them if they disagree with his tax status."""
1231,0,20120610151609Z,"""Kelly made Idol. They owe her as much as she owes them. She is an international superstar because of her voice and hard work not because of Idol. Kelly would have been famous with or without Idol because she lives for music and has a gift from God."""
1241,0,20120611054037Z,"""Why do you white people keep coming here trying to act like they are one of us. Go burn in the sun. I hope they kick all of you pale devils out of Africa.You fools are going to bring pain on to yourselves.You watch we watch. In a world of the lost the battle of open minds is becoming a reality."""
1251,0,20120529130419Z,"""@Hoss \xa0Yeah, they came out with an album last week.\n\xa0\nFirst one in 5 years.\n\xa0\nIt's pretty fucking awesome. Solid rock album."""
1261,0,20120527211008Z,"""Hey there Less, good to see you!"""
1271,0,,"""All that hatred inside of you must have eaten away what little capacity for clear thought you may have had. You lack the basic intelligence and knowledge to have real discussions or debates, so you come here insulting people into having arguments. Your insults are childish. You're proving all the negatives about your party every time you type. How about posting your picture... what are you ashamed of? You wouldn't have the balls to push all 'teh stupid' under your real name."""
1281,1,20120620095810Z,"""Oh I think I do. Let's put it this way, it's not like watching United.\n\nOnly muppets like yourself can see that's good football. Listen good on them for qualifying, but the football is dross and a 100 odd idiots posting here isn't going to change that.\n\nSo think again about who the thickos are and add your name to the list."""
1291,0,20120619001224Z,"""I shot the computer with a pistol, for being a fucking cocksucker. Last time it fucks with me in the morning."""
1301,0,20120610042312Z,"""Hot_damn.... it's_obozo_bitch_, watch_them_teeth_fold_back_and_them_legs_spread_when_they_start_playing_hell_to_the_chief...."""
1311,1,,"""how do you know mother fucker stop assuming shit you don t know you don t know that man like you hypocrite son of a bitch"""
1321,1,20120610151941Z,"""Go back to MediaMatters, troll.\n\nYou and your pond scum buddies are toast."""
1331,0,20120514050748Z,"""okay now I know your trolling, good laugh, you had me for a while"""
1341,0,20120530023506Z,"""Trump refused to give any ""evidence"", because he has none."""
1351,1,20120612131944Z,"""It's been years and you birther idiots have yet to find ONE piece if evidence to support your claims, so who is the stupid one?\n\nYou are gullible and ignorant if you believe our president was born in Kenya"""
1361,0,,"""Conservatives are to blame for some of this for wimping out on it. Why are we not working on laws to ban gay marriage on a federal level and let\\xe2\\x80\\x99s not stop there? No gay adoptions we need a man and a woman in these kids lives. Regardless of what liberal propaganda tells us, conservatives out number liberals 3 to 1 why do you think fox is so big and liberal radio shows are basically non existent. Why is it 85% of Americans were against Obama care and yet because of the majority in congress it was passed anyway? Conservatives need to get off their keesters. In Arizona these things are not radical, there mellow. Start working on making homosexuality illegal start far to the right just as the liberals start far to the left and they get it (Obama care etc.) no this is the conservative\\xe2\\x80\\x99s fault. Gay people need to feel shame in what their doing, not heroic as the liberal media makes them sound. Make it illegal and that will help in giving them the shame they should already feel. It\\xe2\\x80\\x99s just not right it\\xe2\\x80\\x99s not a matter of hate I guess I hate rapists to because I don\\xe2\\x80\\x99t feel that\\xe2\\x80\\x99s right either.\\nIf we glorified rapists and made them sound all heroic would it become a RIGHT to be who they are? That's how they were born. They didn't choose to be that way they just are so they should have the RIGHT to rape any man woman child or animal. This is the liberal logic. Next their going to want to pass laws that being a rapist is just sexual orientation. You would even see ignorant people trying to say the bible says its ok. If it were ok then 2 men could have a baby without help from any women and 2 women could have a child without using any sperm from a man. Nope sorry just not possible. """
1371,0,20120528091752Z,"""You will never get a job in Government, too much common sense \xa0and stating the bleeding obvious. Bettie Windsor and Diana Ross seem to prefer Northolt ( for different reasons ) so why not look again at the utilisation."""
1381,1,20120610010421Z,"""fuck this gane this fucking fake"""
1391,0,20120611194257Z,"""not funny dude....but I get it."""
1401,1,20120610202120Z,"""_FUCK_OFF_NIGGER_YOU'RE_NOT-AMERICAN_YOU_POS-FAGGOT!"""
1411,1,20120620074946Z,"""idiot nayar you are mother fucker. you are saying attack on Shri harmandir sahib was a right action, this shows you negative thinking about sikh community. All siks are agree with building memorial thats why any sikh organisation does not oppose. You have no concern with issues of punjab. The wording you used in this article is very rude and this shows your hate about sikh community,,,,,,you are barking dog,,,we don't care you"""
1421,0,20120610011820Z,"""Looking up a definition doesn't make me an authority on labeling people.\xa0 Therefore, your diagnosis is invalid."""
1431,0,,"""aaahhh, how sweet........read your post ..........it is the sign of an enabler.....oh yeah, but aaaah, how sweet.........puke"""
1441,1,20120610081951Z,"""Steve,go brush your teeth with a revolver you dumb bastard"""
1451,0,20120527183423Z,"""""...erections.""\r\nThen why are they targeting women?"""
1461,0,,"""all these police and security yet people get in with flairs meanwhile in england a 100k+ a week player gets called a name and there is uproar go figure"""
1471,0,20120619051756Z,"""@Rourke needs to give me a fucking like\xa0I am from a family of nurses. \xa0They are much more liberal than I am (my sister in law supports a single payer system, I support getting rid of the hypocratic oath and the AMA). \xa0I have gotten their diagnosis, even had them get me scripts from their diagnosis."""
1481,0,20120529220046Z,"""Your name is so ironic."""
1491,0,20120502195543Z,"""Stop glorifying these idiots and you'll be better off.   Go Browns !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
1501,0,20120619183203Z,"""Too thin? Yes that is what she said,  while laughing and pointing,  and then serving me divorce papers.  :(\n\n8mm is about as thin as I think it should be. Just my preference."""
1511,1,20120620053436Z,"""Fuck you, you fucking dork."""
1521,0,20120609220419Z,"""All the more reason to slap the dog shit out of them RT""TenkYouPlease: Alcohols got you feeling like you cant get slapped"""""
1531,0,20120620172839Z,"""Were hundreds of people killed by gun runners in 2007??"""
1541,0,20120619195729Z,"""Holy shit. \xa0Son is droppin science."""
1551,1,20120502230100Z,"""thankyou EPS\nYOUR AN IDIOT RICDOSE"""
1561,0,20120610015244Z,"""You are soo right.Muslims fight Muslims everywhere.Muslim men degrade Muslim women,everywhere. Until all this can be repaired and Muslims become \xf6ne people"", you will not go forth.\nYou have about as much chance of this,as I have to see Rocking Horse Dung."""
1571,0,20120611232806Z,"""How about bring the troops home to their families and stop this farce."""
1581,1,20120612012805Z,"""That may be but you are asad, little pathetic WHITE \xa0man man ewww...100 times worse you child molesting mass murdering welfare bum! you must be deported!"""
1591,0,20120528002453Z,"""All pitchers have bad days at the office, and if the possible signing of Oswalt to replace Lilly is an indication of things, I personally feel it is that Lilly may be headed to the DL rather than traded, unless Billingsley is headed to the DL."""
1601,0,20120503040043Z,"""F you, DEA. You and your useless war on drugs. Stick to prescription med fraud. At least lay off the weed, that shit is safer than alcohol."""
1611,0,20120530132112Z,"""You're not the boss of CNN."""
1621,0,20120527190448Z,"""fuck i keep talking to myself! i guess i need to get smart to before i can suck some DELICIOUS WHITE COCK"""
1631,0,20120612130416Z,"""that sucks...plug in F550.....wake the fuck up\xa0\xa0 douch bags...i can see my new ramp truck having batterys in it....why dont you just put in a real large spring in it and wind it up just before you to on a tow...do you think we will run out of crude oil...i dont think so...the oil companys will just be making more money and the goverment is being controled by them...fuck heads!"""
1641,0,20120619002737Z,"""..........RON PAUL....is / was.....ALWAYS...for YEARS....BATSHIT CRAZY!!"""
1651,0,20120528031934Z,"""I didn't realize Pop has a weak eye..."""
1661,0,,"""lol they did forget to put the feet on in the scene in the kitchen"""
1671,0,,"""Tell you what though,the lasses in Newcastle will still be out on Saturday night, in their mini skirts and skimpy tops!"""
1681,1,20120320204322Z,"""narrow minded little fool you are"""
1691,0,20120619213252Z,"""@PPW I would add Marvin Bullett to that list... He's a better choice IMO"""
1701,0,20120528142053Z,"""Every team has the ability to beat anybody. That's why they are professionals. Come playoff time that changes."""
1711,0,20120612142600Z,"""umm theres somthing called the internet go to Google and type in Porn there ya go and guess what the best part is its free...."""
1721,0,,"""\\xc2\\xa0Oh no it's much cooler to be able to blow up the planet 1000 times over then simply 10 times over."""
1731,0,20120529144509Z,"""So the pools aren't open Sundays? The hell are my taxes paying for?"""
1741,0,20120610091522Z,"""morcar ...you are hilarious\n\xa0\nThe whole world was at war with the nazis and it took 6 years to defeat them\xa0but u expect a small village full of farmers and the likes to have stopped them???\n\xa0\nOn what planet were you born???"""
1751,0,20120502230035Z,"""F*&K YOU MTV."""
1761,0,20120530065950Z,"""Whoever had the aldasity to compare that quitter to jordan has to be born from 2003 on up never seen a champion at work"""
1771,0,20120502174256Z,"""Actually the US needs to walk its own talk!  We preach to others about human rights but it's the US killing people (and its own citizens) with drones on presidential say-so!  Have you been living under a rock for thepast decade?  Our Consitution (Bill of Rights) is being shredded!  The US is trying to suck Uzbekistani balls for the energy game and to establish US forces in the region to ""contain""Chinese influence in their OWN BACKYARD!  (The Usbek gov't makes China look like a bunch of liberals!)"""
1781,0,20120529210140Z,"""Yeah its difficult if your chick thought you didn't give a fuck, and then all of a sudden you act like you can't live without her.\n\nOn the bright side though, now she knows you do give a fuck. Which is a good thing. Now though, the only play is to back off, and let her miss you."""
1791,0,20120610151606Z,"""But, Dante, with all due respect, you ARE a hard core partisan.\n\nYou DO NOT accept facts which counter your stated positions.\n\nYou falsely call government websites ""right wing blogs""\n\nYou NEVER furnish a documented fact in support of your own positions while demanding them of others.\n\nYou REFUSE to even DISCUSS any opposing positions in a civil manner, choosing instead to call your conversants, liars, stupid, etc.\n\nIn short, your posts DEMONSTRATE you to be a hard core ideologue, devoid of ANY ability to think critically."""
