,Insult,Date,Comment
155,0,20120618200244Z,"""@Childerz\xa0\xa0@koosh12684\xa0\xa0@jwoude23\xa0\xa0@welfarecheese\xa0\xa0@SDL\xa0\xa0@Nonstopdrivel\xa0\n\xa0\nRight on. As long as we are both open and honest about how we come to our own conclusions, I couldn't give a shit if we disagree."""
165,0,20120530024237Z,"""How old are you?"""
175,0,20120612120924Z,"""This is someone whose self-importance got the best of him. If anyone should be fired it would be Tate. This kind of behavior is inexcusable and unbecoming of a man who holds the futures of many employees in his hand."""
185,0,20120610000015Z,"""Why didn't Obama go to Wisconsin and urge the Republicans to abandon their own America form of austerity?"""
195,1,20120619192139Z,"""Moron, the Latinos are becoming a large voting block you can't just dismissed them like you did with blacks, gay, women and other minorities.\nYou need a majority to win and all whites don't buy your crap"""
205,0,20120529233441Z,"""You are so correct...the red sox are the worst team."""
215,1,20120618204027Z,"""You are a Moron."""
225,0,,"""@David @Cyberduckie You know, if you stick a screw driver in your mouth and bang on your fillings, you might be able to pick up an Easy Listening channel."""
235,0,20120611235930Z,"""@SlipResistantShoes\xa0In a few years, they'll make a damn movie about it?\n\xa0\nUncle Daddy Rides Again?"""
245,0,20120502155618Z,"""""But Jack from Raleigh wasn't done. He came back with this bit of furious grammatical genius:""\n""Holy hell, Jack. Calm down.""\n\nGOD D@MN HILARIOUS!\n\nWho writes your material GraziD?  \n\nMM never even acknowledged we were here (well accept when Uber ticked him off)  GraziD not only interacts with us, he calls you dumb when you're being dumb... right beeaner?"""
255,0,20120529210206Z,"""Are you edge-triggered or level-triggered?"""
265,0,20120529031845Z,"""Actually the Packer still have the rights to Jolly."""
275,0,20120529143641Z,"""Simply terrible.\xa0 Cop should be fired."""
285,1,20120610070026Z,"""i bet you are a white devil or cracker"""
295,0,20120612004256Z,"""If only it could be your rectum, right?"""
305,1,20120610033625Z,"""FACT.. YOU ARE A MORON"""
315,1,20120610001309Z,"""cortez u callin niggas soft but u look soft as hell too my nigga"""
325,0,,"""\\xc2\\xa0HA HA, Ford will blow it away."""
335,1,20120529204424Z,"""I Made a Joke.....A Joke you did not get.... A pun on color if you will.\nYou need to Relax.  Look at my Pic.  I'm a white guy calling white coaches dumb....If you cant get that, then you must be 10 y/o."""
345,0,,"""I want this. But it's not out yet. Been a while since I said that about an iPhone app."""
355,0,,"""It was never going to last with Ashton.\\nI really hope she makes a full recovery, as she's beautiful, fiesty, confident & seems really likeable. You just know Bruce will be there for her every step of the way. It's sad to see her like this just because he got bored of the marriage. He married a woman who was approaching 50, so he knew how different it would be. He shouldn't have done it if he knew it wasn't to last. """
365,0,20120609223059Z,"""I just want to tell every parents that plz. let your daughter or son to marry their love, specially parents of a girl child must think that\xa0forcefully marry your daughter to someone stranger to her is like giving your daughter to a\xa0rapist because\xa0definition\xa0of rape is making sex with some one without her mental and physical permission. Plz. stop forcefully marring your daughter, otherwise you are doing a sin."""
375,1,20120611200228Z,"""that's a brilliant comeback blowhard even though we both know she died from a brain\xa0aneurysm\n\nwould you like me to show you the link again to the story and you can act like you didn't know you racist inbred trash\n\nSLAVER TO YOUR FACE"""
385,0,,"""@NotBornEveryMin @'Micah Carter Which sock am I supposed to reply to?"""
395,0,,"""You so funny. \\xc2\\xa0Direct financing or shady indirect loan. \\xc2\\xa0Both cost the taxpayer money. \\xc2\\xa0Don't say it was just a guarantee because we ended up paying off on that guarantee. \\xc2\\xa0Name the part of the constitution where it says the federal government can take our money and give it to businesses. \\xc2\\xa0Of course, we know you would blow a gasket if we took that money and did something useful with it by spending it with Lockheed or Haliburton."""
405,0,20120620025745Z,"""21st Century: England - not qualified!"""
415,1,20120619235644Z,"""You are stupid"""
425,0,20120529181821Z,"""There's a book out which tracks Art Rooney's path from bootlegging and gamling to the NFL..I only point this out to illustrate how money and time can make perceived deficiencies evaporate."""
435,1,20120610150013Z,"""No people like you are the problem we are having in this world."""
445,1,20120320165833Z,"""If it has to be explained, then you are too stupid to understand. Leftist fool."""
455,0,,"""@Honus The Dude Sneed @Hihoze Big 12 fans were angry."""
465,0,20120609184551Z,"""No problem. Give them all the money they demand and put up fares to cover it, making plain to all passengers what the fare rises are for.\n\nThe results should be interesting."""
475,0,,"""@nyykrg21\\n\\n that\\'s about how long it took me.. it all works fine like the install but i\\'m having trouble with having Siri work after I say ""Hi Siri""\\n\\n """
485,0,20120527175403Z,"""So are you a Letterman fan, or not?"""
495,1,20120320164314Z,"""WTF KIM KWANG SOO THATS MOSTLY T-ARA MONEY U FUCKING LEECH"""
505,0,20120530000438Z,"""Geez you two sound like a gossip circle."""
515,1,20120610095521Z,"""It's a commentary piece, douche-bag. Read before you open your stink-hole."""
525,0,20120527231043Z,"""Miamis first excuse on the airplane home.\nWe were without Bosh."""
535,0,20120610140422Z,"""they did describe the color of the gun"""
545,0,,"""You certainly are as 'right wing' as they come, aren't you?\\xc2\\xa0 Way to blow your own cover.\\xc2\\xa0 Do you know what Romney's best quality is?\\xc2\\xa0 He's NOT Obama.\\xc2\\xa0 For someone who lectures on gender tolerance, you sure like to bash others' religions.\\xc2\\xa0 I thought I smelled a hypocrite in our midst."""
555,0,20120619184306Z,"""Actually, I read through your comments in DISQUS, sonny.  If y'all are a ""moderate"" then Barack is a conservative.  And there is far more evidence of Obama's Kenyan birth than that fake crap from Hawaii.  From his OWN lyin' mouth as well as his fat sow of a wife pie hole as well.  Moderate, mt ass...."""
565,0,20120609172219Z,"""ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK"""
575,0,20120609184732Z,"""To duxburian:\xa0 Well, Eisenhower and the man behind him is John Foster Dullus, I do not know who the\xa0Asian man is.\xa0 So what ??\xa0 Do you have any point to make ?\xa0 Do you like to play picture I. D. ?\xa0 In all due\xa0respect to you duxburian a lot of your posts are\xa0puzzling as to what point you are trying make."""
585,0,20120529041630Z,"""I suggest trout from a pond that you keep yourself."""
595,0,20120619182637Z,"""sorry you are right"""
605,0,20120619232629Z,"""@Natesweet\xa0\xa0@Preparation_A\xa0in fairness they both have a fair point LKP has shown an inability to be objectionable when it comes to the Lions, and Drivel can get a bit preachy at times, but at the same time all the people that write these articles at least deserve the respect that you read the article before making a snap judgement"""
615,0,,"""She is a lawyer.  Nurses don't tend to turn around and go to law school, you stupid ass\\n\\n"""
625,0,20120619064436Z,"""Another way to say that is that you live in a Nation where you are as free to believe ridiculous and silly things.\xa0 Andf to try to force them on other people unless they stop you."""
635,1,20120609212604Z,"""Thats what you call there a fucking mexican 100% there for you niggers & crackers"""
645,1,,"""... and you're no human, your worthless pieceofch*t."""
655,0,,"""how people bring a story about a sandwich into a conversation about religion, abortion, and rape is beyond me, but that being said....\\n\\nHEY GOVERNMENT!!!\\xc2\\xa0 Stay out of my kid's lunch box.\\xc2\\xa0 If I want my kid to eat paste and looseleaf paper for lunch, that is my business.\\xc2\\xa0 \\n\\nThe most hilarious part is, I bet the people making the decisions of what children can and cannot eat have more rolls on their belly than the local deli has at lunchtime.\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0 \\n\\nIf the lawmaker who proposed this, AND all the people who enforce it (including school officials) can show me 6 pack abs and their marathon finishing time (under 3 1/2 hrs only please), then maybe I'll listen to their stupid a$$es about what my child should eat.\\n\\nI only wish they try doing this to an attorney who loves to litigate because he/she will break that school district in attorneys fees alone....hell, maybe I'll go pro-bono and do it myself"""
665,0,20120619160310Z,"""Your email address is not visible to other commenters."""
675,0,20120619183533Z,"""regan was ticked off also. that's plain 2 c. if munroe doesnt like being scolded like a child, he shouldnt act like 1. they have the right 2 ask\xa0questions. that's not the point. any reporter should be respectful & allow any president 2 finish his statement then ask questions. presidents not answering questions at the end is nothing new either. they have all done it. in the regan clip, as they are hollering out, u can clearly see regan is annoyed & he tells them he will not be answering questions. when the a hole bret brier interviewed Mr O, he could not answer a question because that idiot kept talking over him & interrupting him. that situation was worst. Mr O handled that pretty dam good. its about respect whether u like the man or not. bill clinton joins in the negative talk about Mr O but if u havent heard him u would never know when u c them together.\xa0\n\nhow about u watch the full clip of the incident. sam donaldson knows its wrong, bill o'reilly said so, & even hannity. Mr O did answer his question. tucker knows better & if immigrant munroe has a problem, go back from whence u came & free up a job 4 a real american!GROW UP! ACT LIKE ADULTS! STOP\xa0EMBARRASSING\xa0YOURSELF & YOUR COUNTRY!"""
685,0,20120619223809Z,"""Bill Maher is a dumb faggot.\n\nshow more show less\nEdit\nReply\n06/17/2012 07:31 PM\nin reply to responding to troll\n198 Likes\n \n\n\nRead more: http://dailycaller.com/2012/06/16/bill-maher-finds-six-black-men-to-deem-matt-drudge-racist-video/#ixzz1yHVYeuH8"""
695,0,20120609193325Z,"""I have 2 absolutely great reasons NOT to vote Obama.\n\nMy children............... He cannot be allowed to destroy their futures."""
705,0,,"""The ""wedge Issue"" isn\\'t whether women use birth control. \\xc2\\xa0The issue is Obama\\'s continued and frequent and deliberate abuse of the Constitution. \\xc2\\xa0It is one more example of his utter willingness to destroy the principles in our founding document so that he can dictate to the populace as he sees fit. \\xc2\\xa0He has shown all too often that he cares not for the First Amendment, especially if anyone uses it to speak against his policies - they are attacked, branded racist, labeled as unintelligent. \\xc2\\xa0He does not respect the Second Amendment (one of the best protections against both criminals and overweening government power). \\xc2\\xa0He cares not for the 10th Amendment, because he excoriates the states for exercising powers delegated to them by the Constitution - that of Arizona to protect its own borders and its budget; that of Texas to draw its electoral districts; the right of states to control their own budgets on a wide range of issues. \\xc2\\xa0He does not respect the 14th Amendment if it means enforcing statutes against blacks who violate them, such as the infamous Chicago voting rights case; or the directive by his Dept. of Education to colleges and universities to reduce the legal standards of proof for finding of rape and sexual assault when brought against a male, so that a man\\'s career can be ruined on sayso even when a police investigation shows the accuser to be lying; or his Dept. of Just-Us ""Guidance Memorandum"" that allows colleges and universities to (wink, wink) substitute the term ""critical mass"" for ""quotas"" and throw clear law into the trashcan while pursuing racial preferences. \\xc2\\xa0He does not believe in the right to contract guaranteed by Article I of the Constitution - note his ""giving"" labor unions position ahead of stockholders and bondholders in the grants to Chrysler and GM. \\xc2\\xa0Note his efforts to curtail what companies pay their executives - a matter for stockholders who own those companies, not the government.\\n\\nAnother issue is his apparent belief that the public is incredibly stupid. \\xc2\\xa0His ""compromise"" on the birth control requirement for Catholic institutions simply means that the overall rates for health insurance will be raised for those institutions to pay for both the administrative costs of ""outreach"" as well as for the birth control devices - including abortifacients such as the ""morning after"" pill. \\xc2\\xa0Nothing is free, but one would never know it by looking at his ""budgets."""""
715,0,20120619173052Z,"""If you mean UK is your God, then you\xa0are right."""
725,0,20120530112454Z,"""I know, sitting in front of fire, cozied up.. How often does that happen... But at least we don't have to shave our legs as often;)x"""
735,0,20120619170734Z,"""Michelle S. Ng\n@vjmichelle\nRegional Actress, Host & Model 1st Runner-up; The Amazing Race Asia 4, Team Singapore, FHM model\n\n\nNikita Conwi\nGraduated from John Robert Powers\nMonster Rdio RX 93.1\n\n\nDeniece Milinette Cornejo\nModel\n\nKrish Enriquez\none of the 24k in abs cbn's deal or no deal\n\nAnya Pena\nModel\n\nGoldamier Gamir\nmodel\nTanduay\n\n\nHOW CAN YOU SWALLOW ALL THESE THINGS? YOU KNOW HOW TO READ, \nBUT YOU DONT KNOW HOW TO UNDERSTAND? \nAND YOU WANT TO BE AN AMBASSADOR?\nAND MEG IS LETTING YOU DO ALL THESE THINGS. HOW SAD."""
745,0,,"""I told you to suck on the marriage penalty you numbskull!\\nBesides, every fiscal year ending sept. Clinton added to the federal debt. Treasury.gov pal Look it up!"""
755,1,20120620121441Z,"""Retard"""
765,1,20120618210930Z,"""At this point, it is safe to say your ignorance can be now classified as stupid."""
775,1,20120619231150Z,"""god, you really are stupid."""
785,0,,"""@Coach P @RR-Track-Dawg70s @VirginiaDawg Mason looks to RS so it's either Lemay and Bauta as the backup."""
795,0,20120528191803Z,"""Merci beacoup, tous  \xeates vraiment mignon Chlo\xe9!. La soir\xe9e a \xe9t\xe9 tout\nsimplement la plus beau de ma vie.."""
805,1,20120320170051Z,"""You are the one who brought up the topic Kalifornia Ken-doll\n\nand then you whine like a beech when somebody calls you on it?\n\nwhatever....\n\nkeep trolling for a teabagger Ken-doll....you may get lucky Kalifornia phaggot"""
815,0,20120529004319Z,"""if   rcae is your premise - help us.  If fear of religion is your premise - God helps us all !"""
825,0,20120619020332Z,"""Not really what it says a lot about is your lack of understanding on this subject."""
835,1,,"""Bitch, you replied to my comment, you stupid ass nigga. Shut your trolling ass up and log out and go breathe some air for once. And LMAO @ how fast you replied back to me. I see you live on this site smh. Go get your dick wet, seriously and stop sucking uncle ronnie's dick."""
845,1,20120611211102Z,"""That was so 45 minutes ago troll. Get with the times."""
855,0,20120619170419Z,"""""Angel"" was hot, wasn't she? I can't remember. Yes, that was a piece of shit movie."""
865,1,20120619180238Z,"""And sodomize you against your will?\xa0 You are a sick ticket Annabelle."""
875,0,20120527163956Z,"""<div class=""forum-item forum-reply""><div class=""forum-item-description"">I'm compiling a list of my threads since Sandals returned. &nbsp;Someone is going to be very disappointed in himself.</div></div>"""
885,0,20120619225508Z,"""I double-taked (took?) at that. Malaise? MALAISE? ""Hating shit because puberty"" is not malaise, goddammit. Teen malaise, give me a fucking break. \n\nOn the other hand, I can at least be drinking at work right now, I understand school-bound teenagers are not as lucky."""
895,0,20120609214209Z,"""I'm an election official and was running the polls here in Southern California last Tuesday.\n\nONE Libertarian voted."""
905,0,20120620032052Z,"""Which second did you buy? I might want half of it."""
915,0,20120619080221Z,"""That sounds familiar. Mom picking subscriptions with no veto power to stop her."""
925,0,,"""Gosh, Peggy Hill ... Don't make me laugh.\\xc2\\xa0 In addition to money ... Romney won because Newt is bombastic and is a serious liability in the general ... all the polls show it and intelligent conservatives feel it ... this is about style not substance.\\xc2\\xa0 Both will do the same thing in office just with entirely different styles.\\xc2\\xa0 Newt ruffles feathers all day long drawing stark contrasts even when it means lying or exagerrating ... like calling Mitt anti-immigrant on national TV ... unbelievable.\\xc2\\xa0 And since Peggy Hill knows far less about national politics than I do since I have studied it for 25 years, I'm not inclined to be persuaded by her.\\xc2\\xa0 She describes the political scene like I used to 15 years ago ... with little to no expertise, so I don't pay her a lot of attention when we disagree.\\n\\nPeggy Hill is a Great American and I love her and Newt dearly but this is not the time to vote with my heart ... way too much at stake!\\xc2\\xa0 Newt is the world's best field general but his\\xc2\\xa0temper and tone are wearing me out and I'm conservative ... I can only imagine how offended Independents are beginning to feel.\\xc2\\xa0 \\n\\nSure it helped that Mitt raised more money ... that is essential in beating Dingle Barry ... Peggy Hill sounds like an OWS'er ranting that Mitt had more money ... thank God he did ... that's what it's all about!  So you Newt zombies really ought to do the Hokey Pokey and turn yourselves around, lol.\\n\\nIf Newt will fold under lies and carpet bombing ... as he said he would ... then he's got zero chance of beating Owebamao ... think about it ... that's all Barry does.\\n\\nI don't care too much that Mitt is uninspiring ... I know he can beat Owebamao and I know he will attract Independents and Latinos in 2014... particularly with a Romney/Rubio ticket.\\xc2\\xa0 My first choice for POTUS is a Christy/Rubio ticket ... neither are running but both back Romney.\\n\\nBy the time Super Tuesday rolls around, Mitt will prolly already be the clear front runner but I never count Newt out.\\n\\nBut for Peggy Hill to be upset Mitt raised and outspent Newt is laughable .... that's what you're supposed to do!\\n\\n\\nBTW  -  Remember the Sirens???\\n\\nBeautiful half-woman, half-bird-like Newt creatures who sang such sweet songs that listeners forgot everything including their own safety. The Sirens are Newtish sisters who lure sailors to their death. The sonsg of the Sirens are irresistible but they reside beyond unsurpassable reefs which destroy the sailors' boat when they try to reach the Sirens. Among those tempted were Jason on the Argo and Odysseus. Odysseus escaped from them by filling his crew's ears with wax while he tied himself to the ship's mast ... just sayin'."""
935,0,20120620023734Z,"""""I'm an introvert. You are a wonderful person and I like you. But now please shush.""  Hee.  Yeah, I've been there."""
945,0,,"""@aarongmyers to be honest the translation of Ender's Game isn't great... much like the first book in the HP series, which is why I have been avoiding the challenge in Chinese for so long. But I agree about finding something fun to read. The key is being able to provide yourself with the ability to have comprehensible input while you are reading. Going to the dictionary for every other word and still not understanding what you are reading is one of the most painful things to deal with as a language learner."""
955,0,20120528064022Z,"""Hey\xa0@ign-b9606001de921324b66a3e5949ba481e:disqus\xa0, you are awesome!"""
965,0,20120612132204Z,"""They do seem to run away and hide whenever you question their Fox News talking points."""
975,1,20120502094548Z,"""If you claim you don't have the power to forgive but only ""Allah"", why then do you arrogate yourself the power to avenge? Are you not double-speaking? Why not leave both powers to the owner, ""Allah"" and allow him to fight for himself? Or is he not capable? We are not afraid of you; we are not afraid of death. Everyone will eventually die, both the killer and the killed; our Lord Jesus long time ago warned us about sects like yours and encouraged us not to be afraid for you can only kill the body but can do no further harm after that: you can't kill our souls which ultimately goes back to our God; so kill all you can, Jesus will forever remain Lord!"""
985,1,20120609224740Z,"""what's your deal bro?  You aren't concerned, and you damn sure are not a liberal.  Why don't you just be yourself instead of coming on posing as a screwed up exaggeration of people you don't like or understand?  Did your mommy not love you enough or something?"""
995,0,20120528190655Z,"""You forgot to mention that there has been little, if any, proof that the allegations of a fake birth certificate are credible. Just saying it a million times doesn't make it true."""
1005,1,20120320112609Z,"""You do not exist as a human being. Please go back into your hole you rotten scumbag."""
1015,0,20120609235224Z,"""Like Obamas daddy,huh? Obamas pig daddy had 3 wives at one time,"""
1025,1,20120611083156Z,"""When you say Bama, you are referring to the school, like in your posts below... stop being an idiot."""
1035,0,20120527213415Z,"""lauren are you mad at me?"""
1045,0,20120516000725Z,"""You don't."""
1055,0,,"""evidently your not smart enough to do the same thing or you wouldnt be sitting on your lazy ass dropping spam on this website..."""
1065,0,20120527190005Z,"""@stapler oh my god they're best friend cheating on each other"""
1075,0,,"""@Adam12 Hey A12. Was thinking about you today 'cause I was listening to some old blues. How is it going?"""
1085,0,,"""@PeevedMichelle Um, good question. Please email polly@blogher.com"""
1095,0,20120612032918Z,"""Looks like a case of ""Cat on Keyboard Disease""."""
1105,1,20120515155714Z,"""Take your ""testament"" and shove it."""
1115,0,20120609171343Z,"""The existence of the interstate highway system hardly outweighs the vast amount of other problems with the federal government.\n\nI hear a lot of ""you can thank bush and cheney"" from you but what has your precious obama done to reverse any of that?\xa0 Oh, do I hear the letters 'ndaa'?\xa0 I think I do.\xa0 obama is as much a globalist stooge as those two are.\n\nThe borders are indeed open and if the federal government could accomplish it politically (and they will not stop trying) they indeed would not be illegal aliens.\n\nYou think you are being funny about the violent savages comment but what good will come of importing masses of somalians, mexicans, muslims, and haitians do us?\xa0 These people as a general rule are violent and backwards.\xa0 I see no need for the existence of MS-13 in our nation.\xa0 \n\nYou seem to think that I support bush, cheney, or romney.\xa0 Nothing could be further from the truth.\xa0 These ""people"" are all globalist zionist scum like your much favored obama.\xa0 Why is it that it is so hard to see what is right in front of your face?\xa0 obama is a sellout to the transnational elites just like bush is.\xa0 \n\nTheir intention is to destroy us and you seem to have your head in the sand."""
1125,0,,"""\\xc2\\xa0\\xe2\\x80\\x9cIt puts politics between women and their healthcare.\\xe2\\x80\\x9d What do THEY think they are doing? Both sides are putting politics between Americans and their liberty.\\nAs an aside, the only reson the left wants people to have all the abortions they want is because they want to control who can and can\\'t have children. They want to create the ""master race"" themselves.\\xc2\\xa0 Women\\'s rights?\\xc2\\xa0 Sure, like they actually care. If they did, we\\'d have occupied the middle east a long time ago in the name of saving women from rape, mutilation, and murder!"""
1135,0,,"""It gets more and more like Butlins as the weeks go on...."""
1145,1,20120528233058Z,"""@Pickle\n\nYou look like Brian Scalabrine's brother.... thoughts?"""
1155,0,20120530134834Z,"""It's the title that matters in this case :)"""
1165,0,20120620005935Z,"""Exactly. \xa0McCain is not sexist. \xa0He is also responsible for that complete fucking imbecile Joe the Plumber."""
1175,0,,"""For those of you who do not know this, check out the Dep. of Ag.\\xc2\\xa0 The food stamp program comes out of the Dep. of Ag. budget. For those of us who are farmers, we would like that explained to all and we would also like the US government to get out of our business with their ""cheap food policy"". The regulations and demands made on farmers by the USDA, EPA, IRS, NSC, etc. would blow your minds.\\xc2\\xa0 And don\\'t forget PETA! Enjoy every bite of food that you take, unless of course it is NOT grown in this country - farmers in other parts of the world do NOT have to abide by the same rules we do. I have no problem cutting the budget - any business that wants to stay in operation has to be lean to prosper."""
1185,0,20120620001218Z,"""How is it reasonable, Anon, when Harper has done none of the things you attribute to Fascism? All-powerful leader? Has to stand for re-election in three years. Strict social order? You're joking, right? Glorification of militarism? The troops have been recalled and their budget trimmed. Opposition parties? Hale and hearty and full of piss and vinegar. Elimination of organized labour? No, they did that to themselves by pricing themselves out of the market. Advancement of business over individuals? Elaborate. Ethno-centrism? Try Qu\xe9bec, Thomas Mulcair's home ground. Disparagement of the Constitution? That's the SCC's specialty. Belittling the courts? Who doesn't, these days, and for good reason. Dissolution of MP power? Do you see the House of Commons burning (along with those crosses in Prince George)? Spying on ordinary citizens? Child pornographers are not ordinary citizens.\n\nJudging by the raving of Harper's enemies on these blogs, if he wins another majority, there's going to be a worldwide tinfoil shortage."""
1195,0,20120620175609Z,"""That's what the ""Full Comment"" banner at the top is for... but you are right, the front page links to opinion pieces without indicating them as such."""
1205,0,20120530052359Z,"""Nothing has been proven at all. Just like all those birther lawsuits. There is NO proof. Just because a bunch of gullible people believe it doesn't make it true."""
1215,0,,"""Child fails to pull plug out of the wall as its glued in!\\nChild fails to push chair to counter as there is an adult in the room! (no children in the kitchen without an adult present and a locked gate)\\nSee above for the oven\\nMiddle child runs off, Can't get into the kitchen,Can't get to any cupboards with bleach in, Can't unplug anything, only has access to family rooms. \\nThere are also no hanging leads,blind pulls etc in any of the family rooms\\n\\nThat way I don't have to beat my children (and yes I do count a smack)\\n\\nUsing your logic I should come and beat you until you learn how to take simple safety precautions and remember that life is about managing risk not removing it as thats impossible."""
1225,1,20120530054358Z,"""SHUT UP YOU DUMBA<m>SS B<m>ITCH YOU ARE DIRTY BROWN WATER TRASH"""
1235,0,20120618214225Z,"""I like your style"""
1245,0,,"""All that plastic was a waste of time....U 4 got 2 have a brain transplant..."""
1255,1,20120611183219Z,"""How do you accidentally molest someone?\nAre you retarded,or did it happen to you?"""
1265,0,20120618210248Z,"""What do you care?\xa0 you & your 'ilk' LIE every time your lips MOVE."""
1275,1,20120619225447Z,"""yerpathetic                                                                           0 minutes ago              in reply to\xa0design4u1                          \n\n                                \n                                \xa0LOL!!\n\nYou are an idiot.\n\nBut don't worry.\n\nAmerica ALLOWS you to be an IDIOT!!      \n                                  \n\n=======================\n\n\xa0You Canadians never answer this question why?"""
1285,0,20120515125610Z,"""Good luck, hope you get to go!"""
1295,1,20120612130508Z,"""The muzzies don't like it when you fight back. Friggin' cry babies. Go back to what ever hell hole you crawled out of, you homicidal morons."""
