,Insult,Date,Comment
577,0,20120620043135Z,"""Lawrence O'Douche? Rachel Bulldyke? Is that you?\xa0\xa0 SOOOOO\xa0\xa0 EXCITING!!!"""
587,0,20120609231135Z,"""I guess because it's taking the Lord's name in vain, which is offensive to Christians? Whatever. Fuck the internet! It's getting too PC D:<"""
597,0,20120529063741Z,"""breakfast with the monks at 5.30  ......  that IS different"""
607,0,20120612134246Z,"""Posted at 08:45 AM ET, 06/07/2012\nObama is killing the Democratic Party\nBy Jennifer Rubin\n\nPresident Obama, I have frequently argued, has been fabulous for the conservative movement. He spurred the creation of the tea party. He helped the GOP win the House majority in 2010 and make big gains in the Senate. His Obamacare has helped revive the Commerce Clause and given a boost to conservative jurisprudence. His refusal to support human rights has caused a bipartisan revulsion and reminded us that foreign policy must be girded by American values. He\u2019s sent independents running into the GOP\u2019s arms. He\u2019s forced conservatives to think hard and express eloquently principles of religious liberty, limited government, free markets and Constitutional democracy.\n\nObama also has wreaked havoc in the the Democratic Party. He\u2019s firmly affixed the \u201ctax and spend\u201d label to it after Bill Clinton declared that the era of big government was over. He\u2019s made Clinton into a pitch man for Mitt Romney. His rejection of the Keystone XL pipeline has split the party. His refusal to adopt the Simpson-Bowles commission\u2019s recommendations has turned Democrats into reactionaries, defending the status quo on entitlements. He\u2019s alienated Jewish voters. He\u2019s re-McGovernized the party, which now stands for appeasing despotic powers, turning on allies and slashing defense spending.\n\n(Pack it up dude, your eviction notice will be delivered in November)"""
617,1,20120610045700Z,"""Holyshit your an idiot.  Coming from a Boston fan.  You need to get a life and give respect where it's due.  Something like ""Good job Miami, great series, you guys are better, that's why you won."""""
627,1,20120529172438Z,"""Your notion that you are sexually abused because you are hitting on newcomers and want to be justified in that sounds exactly like the pathology of a predator. Better check yourself."""
637,0,20120612025216Z,"""No viene presionado...???\nDecir esos despues que la prensa lo hizo pedazos por el juego contra Guyana.\nHmmmmmmm"""
647,0,20120529103617Z,"""yes you are right.....................100%....CBI: Congress Bachao Institution..."""
657,0,20120612123918Z,"""ANOTHER WHITE \xa0dude murdering his wife......at least he did not molest the little boys as well."""
667,0,,"""@WetShoesClassic haha"""
677,0,20120619183351Z,"""nikestorw be fuckin up man!"""
687,0,20120612145557Z,"""""What happened to all the talk about that industry hurting because Obama wouldn't let them drill all over the place.""\n\nThat, is what you call a straw man arguement. \xa0No one is saying the ""industry is hurting"", because it's not.\n\nWhat people are saying is that it's moronic to send almost a billion dollars a day to countries that hate us when we could be developing our own natural\xa0resources."""
697,0,20120528180952Z,"""more spin from the Tea party bleachers!"""
707,0,20120514050616Z,"""you do realize you just called your mom a whore... real smart"""
717,1,20120619164344Z,"""You're starting to\xa0sound like a Nazi."""
727,0,20120619185300Z,"""Women that are prostituted are victims!"""
737,0,20120528233017Z,"""What is your problem 1492?   Why can't you just have normal and civil conversations.  Come on - please grow up so others can enjoy commenting."""
747,1,20120619070615Z,"""You know what pathetic . Your Mom asked me to remind you that it is bed time ..Oh and she just asked me to have you send your sister to her bedroom"""
757,0,,"""re: luke babbitt -- the funniest tweet i've read all year was the luke babbitt original chalupa 3 written as an ESPN 30 for 30 promo... """
767,0,20120609203731Z,"""Yes, that was bullshit when you said that... which is probably why a mod deleted it. But I'll be around to remind you of what you said, not to worry."""
777,1,20120320111151Z,"""you're so FUCKING DUMB!"""
787,0,20120503035419Z,"""@Samadhi\xa0\xa0@voiceofinsanity\xa0Lol, I am in no ways upset b/c you've called me a moron. I've been called much worse. And I never picked a side. \xa0I just don't understand what\xa0legitimate\xa0proof you have, besides your bullshit guilt by association, that makes TrAyvon was a gang banger. Might I point out that you've yet to provide a reason behind your statement on that topic. BTW, I read the story and all the post. It's kind of hard to stay on topic when I debate you and you completely change the topic and start attacking me! Right!"""
797,1,20120502160737Z,"""You have a dream too i heard, your sister gave you handjob as a symbol of pity"""
807,0,20120530124415Z,"""Magic Number, Magic Underpants = No Big Deal"""
817,1,,"""YOU filthy ignorant--cock-sucker stankin ass whore u should leave while you still ahead before someone stick a dick in your mouth to make u shut up"""
827,0,20120611171753Z,"""Polls across the country show time after time...that voters vote against homosexual faux marriages."""
837,0,,"""FOXTARD LOGIC:\\n\\n""no matter how many proven facts you present to me, whether it is back up by science, math, or just plain logic, if it does not support my narrow right wing view and justify my fear and hatred, then it MUST be part of a vast left wing conspiracy to make me a gay mvslim mexican"".\\xc2\\xa0"""
847,1,20120620041018Z,"""Stop whining you moron democrats you backed aFucking no brain marxist loser in 2007. Now pay the price"""
857,1,20120320193354Z,"""Your Teabilly slutchild is just as ignorant as her mother.\n\nYou people are the trailer trash of America."""
867,1,20120320122704Z,"""fuck off whore"""
877,0,20120609183508Z,"""Mcfloyd, your simple assertions don't hold up to scrutiny. \xa0Did Bush live within his means? \xa0Did he fully reveal the costs of two simultaneous wars, Energy Policy made behind closed doors and led by Dick Cheyney, or the costs of the Big Pharma Drug Benefit giveaway? \xa0Did President Obama inherit a budget surplus or budget deficit? \xa0How many jobs were we losing before the President took office? \xa0When you come back with those answers, perhaps I'll give your inane little quips some consideration."""
887,0,,"""no doubt the poor woman will be offered a good deal on a car when she turns up at the garage."""
897,0,,"""well worded. ""was not proud at the time"" meaning they are now because they\\xc2\\xa0feel the world owes them a thank you for killing\\xc2\\xa0civilians and ""saving"" more?\\xc2\\xa0shouldnt we thank those who lost their lives to help ""save"" more people? you make me sick. \\n\\nand this is for the bird\\xc2\\xa0giving you words of wisdom. it\\'s great that you understand the logic and ironically point out\\xc2\\xa0""will bend facts and contort causality"" when it comes to debates. you forgot to point out using facts\\xc2\\xa0out of context. now please go educate the rest of your friends and find a giant mirror to stare into. \\xc2\\xa0"""
907,0,20120619150411Z,"""I would have gotten out the car and fucked him up"""
917,0,20120612121650Z,"""He did the right thing. Too bad someone didn't do the same thing to Sandusky."""
927,0,20120528173522Z,"""But they will care that you were here Mikey.\xa0 Hey look he likes it.\xa0 Hey Mikey likes it."""
937,0,20120620033616Z,"""What a\xa0\xa0 $\xa0\xa0 t\xa0\xa0 u\xa0\xa0 p\xa0\xa0 1\xa0\xa0 d\xa0\xa0\xa0\xa0 p\xa0 h u c k k\xa0 i\xa0 n\xa0 g\xa0\xa0\xa0 k\xa0 u\xa0 u\xa0 n\xa0 n\xa0 t\xa0 t!"""
947,0,20120620024551Z,"""You KNOW the RULES - one DELETE equal 50 REPOSTS\n#37 WHAT is his EXAMPLE of TOTALITARIANISM in the USA? Here it is...Last August, Obama's DHS announced it would no longer deport the noncitizen spouses of gay Americans\xa0\xa0\nLOL, get yer musket Myrtle and follow me into the BUNKER! They'll not take us alive!!"""
957,1,20120609231632Z,"""Retard, everyone wasnt bad. Everyone had fallen angel blood in them. God didnt want that. God wanted humans to be human and angels to be angelic. Not no damn hybrid. Read the bible before you fuck up your interpretation."""
967,1,20120529011014Z,"""go suckle on your mom's teet little child"""
977,0,,"""haha look at the face on her"""
987,0,,"""I bet the songs on the upcoming CD were written for This twit. The message was she is a progressive. She knows where her\\xc2\\xa0 bread is buttered.\\n\\nI have never even heard of her.\\n\\nI bet if she had to write her own material. Ms Hoe would be a major disappointment to her idiotic fans.\\n\\nWhat was her message with the exorcism? CBS management look like total knuckleheads. No wonder their ratings suck.\\n\\nBring back garage bands. They play instruments, write their own material & perform to their fans.\\n\\nMost of the music truly sucks today. Record executives don't even try to find pure raw talent.. It seems they try to clone their stars. Visual imagery for shock value\\xc2\\xa0over solid Rock-n-Roll.\\n\\n"""
997,0,20120515183154Z,"""You are unemployed and on welfare."""
1007,0,20120610083923Z,"""They look like MORONS"""
1017,0,20120609163930Z,"""How hard is it for the bimbo to use a towel or baby blanket for a coverup? Toss one in the diaper bag and USE it!"""
1027,0,20120529204404Z,"""Let's wait to see what the contract and numbers are before getting too upset. \n\nCould be a one-year deal that won't have any impact on dealing for a FA"""
1037,0,,"""all non-EUs move to London to earn that..not wanted eslewhere"""
1047,1,20120320204256Z,"""Well we know you are to dumb... You only chose that screen name to satisfy your overgrown ego...."""
1057,0,20120527210803Z,"""Only if Ronald McDonald gives him time off from his regular job as a McSlave at McDoonald's."""
1067,0,20120529151615Z,"""""Good job, Eric. \xa0 You defended yourself against your unarmed little \nbrother, who you claimed to love. \xa0 You took that gun with you on \npurpose, and you darn sure got to use it, as you intended.""\n\nA little harsh, aren't you. Nothing like piling on when the guy on the bottom, who admittedly made a huge mistake, is already feeling terrible about it. You are in no position to judge him...perhaps you should try walking in his shoes. His life has been changed forever. And I doubt he premeditated to kill his brother. That's not how accidents happen. Was he careless? Yes. But I doubt he's a murderer."""
1077,0,20120612042541Z,"""Yeah, they'd pick up the trash then go thow it in the yard aroud their trailers."""
1087,0,,"""Joey Barton only has a twitter account because he wants people to massage his ego. """
1097,1,20120610023717Z,"""Commenter?\xa0 Your very childish.\xa0 Grow up and be a man.\xa0 Stupid remarks like yours just proves that you are a little boy and have yet to understand what it means to be an adult."""
1107,0,,"""\\xc2\\xa0Yes, God gave us free will.\\xc2\\xa0 No matter what the sin is, sin is a choice. People weren't born gay.\\xc2\\xa0 Somewhere in their environment or upbringing, they chose that lifestyle.\\xc2\\xa0 There are people who enter it and leave it every day."""
1117,1,20120619234723Z,"""WhatIsBannedIsNeverSuppressed,\n\nyou're just a sorry ass commie aren't you? Too lazy to get out of bed to better yourself.\n\nMuch easier to sit back and let others do the hard graft and hand over money to you to live your commie dream.\n\nNever mind thinking big, try working big. That's what benefits all.\n\nYour type make me sick to my core."""
1127,1,20120529025144Z,"""Ok. You are a complete retard. Re-read what you just said about a ""bullpen"". You know nothing about baseball!"""
1137,1,20120528114508Z,"""That is a moronic response. They should not repeat the crimes they commited? Please don t post your trash here."""
1147,1,20120620130801Z,"""And you need to know classified information because... When it passes into history, there is little anyone can do about it.  And in the meantime, you really don't need that information.  I'm guessing you just want to feel smug about getting it."""
1157,0,20120610081049Z,"""Dear Lord, i believe you are guiding me to find my destiny. there may be lost, there may be obstacles, there may be faliures, there may be disappointments. Yet, i never give up my fight for a wiser way of life. May you be always with us, and guide us away from getting lost."""
1167,1,,"""LOL!!!! Do you even realize you are making a fool of yourself? I bet next you will post something Like ""I forwarded your post to the FBI"" or maybe "" I told my mommy"" Speaking of growing up Get busy.\\xc2\\xa0"""
1177,0,20120527185956Z,"""Being a ""natural born citizen"" is not based on the nationality of your parents."""
1187,0,20120610023625Z,"""See, I was actually reading your comment, until I got to the comment, ""but I completely backed Herman Cain before he backed out because of the scandal."" Then I realized, you know nothing about politics. Do some research. Then come back and make an educated comment."""
1197,0,20120611041254Z,"""@ahr19\xa0\xa0 http://t.co/ntz0lK4H ""0BAMA http://bit.ly/LdqWWy http://t.co/LyWpopfJ iN http://t.co/LBpHn8O5 2o12"" http://shar.es/qNGKo http://shar.es/qPLm8 ""iNHERiT http://shar.es/qMm2k http://shar.es/qMnPX THE http://t.co/yQdpnkvM http://shar.es/qNX3H WiND"" http://t.co/bSxX1whh http://t.co/OJ9W5oae ""0BAMA http://shar.es/qVEoG http://t.co/R5ha6h89 iN http://t.co/HHgN3I9r 2o12"" http://t.co/c2kmuftr http://t.co/G3VXfi0r http://paper.li/f-1334936874 ...THEY D0 ABS0LUTELY N0THiNG http://bit.ly/MrZlgv http://shar.es/qiaI2 DELUSi0NAL http://bit.ly/MrZlgv http://t.co/yHELaHAq http://shar.es/qzCvl ANGRY http://bit.ly/MrZlgv http://t.co/Ic3KVhem SELFiSH http://bit.ly/MrZlgv http://shar.es/qzt0K http://shar.es/qzMXa LYiNG http://bit.ly/MrZlgv http://shar.es/qzCvl http://shar.es/qzsT3 STiNGY http://bit.ly/MrZlgv http://shar.es/qi7eM C0RRUPT http://bit.ly/MrZlgv http://shar.es/qztz6 GREEDY http://bit.ly/MrZlgv http://shar.es/qKUjT http://shar.es/qz7IM CROOKED http://bit.ly/MrZlgv http://shar.es/qztz6 http://shar.es/qcyGh C0MMUNiST http://bit.ly/MrZlgv http://shar.es/qztvQ http://shar.es/q8Ubh REPUBLiCANS \ufeff\ufeffhttp://bit.ly/MrZlgv http://shar.es/qiaI2 http://t.co/t7tG35Pf ALL HAVE COMMiTTED \ufeff P0LiTiCAL SUiCiDE\ufeff4 2o12 http://shar.es/qKUjT ...THE UNRE-ELECTABLE BiGTiME\ufeff LAZY WHiNiNGASS CRYBABY PATHETiC http://t.co/yHELaHAq LOSER http://t.co/yxVUiSFr DEMON J0HNhttp://bit.ly/MrZlgv ""THE http://t.co/v2LfbeYg PACiFiER SUCKA"" B0EHNER http://t.co/srGUvysY DAMN RiTE http://shar.es/q8Dfn LUGAR iS DEFiNiTELY OUT http://shar.es/qzLiJ & YOU'RE NEXT ...THE UNM0TiVATED UNRE-ELECTABLE\ufeff WELL KN0WN SUPER DASTARDLY WEAKMiNDED http://t.co/yHELaHAq S0RRYASS QUiTTER & LOSER http://t.co/yxVUiSFr DEMON ERiC http://bit.ly/MrZlgv \ufeff""THE COWARDLY http://shar.es/qM38B http://t.co/v2LfbeYg WEASEL"" CANT0R http://t.co/srGUvysY DAMN RiTE http://shar.es/q8Dfn LUGAR iS DEFiNiTELY OUT http://shar.es/qzLiJ & YOU'RE NEXT http://t.co/rXNmrt38 ...THE 0LD \ufeffhttp://t.co/3xgn4fPb DUMBASS & LOSER http://t.co/yHELaHAq DEMON iTS DEFiNiTELY\ufeff TiME 2RETiRE http://t.co/yxVUiSFr MiTCH http://bit.ly/MrZlgv ""THE BiGG http://t.co/v2LfbeYg TiME EViL SNiTCH"" http://shar.es/qi1LY McC0NNELL http://t.co/srGUvysY DAMN RiTE http://shar.es/q8Ubh LUGAR iS DEFiNiTELY OUT http://shar.es/qzLiJ & YOU'RE NEXT ""iNHERiT http://goo.gl/Oi4S8 THE http://t.co/ImmDUFcc WiND""\ufeff YOU ARE\ufeff MOST DEFiNiTELY\ufeff G0iNG http://shar.es/qBKPN 2B0W D0WN http://shar.es/q8Ubh ...BELiEVE... http://shar.es/q8Dfn Y0UR 0BSTRUCTiONiSM & http://shar.es/qKUjT D0 ABS0LUTELY N0THiNG http://bit.ly/MrZlgv FiNAL DAYS AR\ufeffE MOST DEFiNiTELY NUMBERED http://t.co/t7tG35Pf iT iS PERMANENTLY ENGRAVED iN ST0NE http://bit.ly/MrZlgv DAMN RiTE http://t.co/01k4Wu4w PRESiDENT OBAMA http://t.co/lIs1mACd A MAN 0F ALL THE PE0PLE iN 2o12 http://t.co/ImmDUFcc ...FORWARD ...Give Moe Powwa 2Da Peeps"""
1207,1,20120619035434Z,"""Who the hell do you think you are saying anything! SOUNDS LIKE YOU ARE THE UNEDUCATED IGNORANT  PIECES OF SHIT TO ME!!!!"""
1217,0,,"""Yeah well done wenger,now van persie will leave for sure, the ox will want to go and no one will want to join our club because your such a muppett ! The ox was running like a mad man we didnt see any sign of an injury? your talking out of your ars again!\\n\\nPack your bags your sacked!!!"""
1227,0,20120529162753Z,"""Me?...I'm innocent..ask Sthrnchckxs."""
1237,1,20120320130723Z,"""Clearly you're a fucktard. \xa0Not saying your right (or wrong), just saying who the fuck just randomly compares a rap group or any other MC on a post about a specific video and song about the dude's mama. \xa0Wtf does SH or any other MC or Hammerdance have to do with this song?"""
1247,0,20120619134521Z,"""Is Costa Fortune anywhere near the Costa Brava because the Spanish are gonna pay bigtime for their self indulgence."""
1257,1,20120515232441Z,"""Quite sure your mama did too.\xa0 Your dad should have went fishing the day he knocked up your mom.\xa0 Can't stand you and I don't even know you.\xa0 Kids have died and all you have are these ridiculous comments.\xa0 Go fix yourself a nice plate of neckbones and rice.\xa0 All I want is\xa0one little bone to\xa0 get caught in that cesspool smelling throat of yours and kill you over.\xa0 You know what?\xa0 You probably banged a\xa0black chick and she told you\xa0that you didn't measure up\xa0and laughed you right out of the bed.\xa0 Is that your problem?"""
1267,0,20120620112647Z,"""I will go back to my lenses now and try to spice it up a little."""
1277,0,20120612021124Z,"""Chavez is 5 for his last 21, dumbass. If you think that's ""hitting better as of late,"" then I totally expect it, because you're too stupid to bring ANYTHING to the table. Just go out and play in traffic, will ya? You're a disgrace to O's fans everywhere."""
1287,0,20120527190659Z,"""Very well said and I agree totally."""
1297,0,20120529020917Z,"""That can only mean one thing - the mods are on a diet! :)"""
1307,0,20120530000651Z,"""320 millions reason why you are disgruntled angel fan."""
1317,0,20120515171823Z,"""Well you ARE special . (damnit Clown )"""
1327,0,20120618211118Z,"""its fucking massive xd"""
1337,0,20120619144601Z,"""The Shirley/Annie subplot is one of my favorite plots of the show. Abed's ""subtle"" influences on the whole situation are awesome.\n\n""Say your ass is on the line.""\n""<i>My ass</i> is on the line!""\n""Say you just got off the phone with the mayor.""\n""I </i>just</i> got off the phone with the- what, the mayor, stop doing that!"""""
1347,0,20120618195314Z,"""@ail \n\nNow why would you come up here talking about your mom like that....fall back son"""
1357,0,20120514051252Z,"""That was fucking sick"""
1367,0,20120619155932Z,"""Did you see the picture of President ""Limber Neck"" bobbing his head to the Mexican President on Drudge front page? \n\nhttp://drudgereport.com/"""
1377,0,20120529075409Z,"""I guarantee you are wrong. No way in hell the refs call five T's on Miami."""
1387,0,20120620143228Z,"""LOL looks like you're about to eat it"""
1397,1,20120620073115Z,"""this post is so shallow and pathetic. Kudos to people who are growing old with out trying to defy the laws of nature, and half of your posts are merely bad pictures you are trying to write off as ""not growing old well"". Must be a slow news day because this is truly an all time low."""
1407,0,,"""This has got to be the stupidest story I have ever read. Yes, the USDA regulates school lunches that they prepare, on campus in their cafeteria. They do NOT control what parents can pack and send their kids to school with in their lunch boxes. If I were that mother, I would send my kids to school the next day with a big ole bag of Doritos a whole pack of cookies and a bottle of Mountain Dew, with a note attached to the lunch box that says ""My mom says you can suck it"""""
1417,0,,"""@Cruxen Good. Actually, really good. And it's good to know that I remind you of the Delta, hahahaha. How's it with you? Are you still early morning cblogging with Dap?"""
1427,0,20120530025711Z,"""Internet threats are just threats, stupid punks, I hope. We have to worry about the violence that takes place in parking lots after the games."""
1437,0,20120612123358Z,"""Marriage is a worthless ceremony, almost as worthless as religion."""
1447,0,20120612143019Z,"""I am liable to go to a 7-11 for a pack of cigarettes some day and the guy or gal behind the counter will take my money and hand me a live grenade! I don't see many Americans behind the counters at 7-11 or Kroger's or the gas station or the bank. Do we have any born here Americans left who have jobs? This reminds me of the guy who was at a bar and a big muscular biker walks in and takes his drink away and drinks it! The little guy says ""I went to work late and got fired...I went home and my wife was in bed with a stranger and then my dog bit me. I took my last 5 bucks here and bought a drink and dissolved some poison in it to kill myself and you come along and drink my drink! So....how was your day?"""""
1457,0,20120612151415Z,"""You're kidding.\xa0 Right?\xa0 Do you read the news?"""
1467,0,,"""Why don't the Koch brothers get off their fat ass wallets and actually run for office ... oh ... right .... they would LOSE in a crushing landslide."""
1477,1,20120619022935Z,"""straight men will fuck anything!!"""
1487,0,20120612023422Z,"""Another good one, Coach Self will be lost without Danny. \xa0KU and Coach Self will miss Danny, but Coach Self has won before Danny, and will win after Danny."""
