,Insult,Date,Comment
263,0,,"""she is ugly so she would complain """
273,1,20120610122728Z,"""You're a pussy ass punk."""
283,0,20120609181040Z,"""Well, no. Generally if I consider someone a tramp I have no desire to look at their sex pictures.\n\nWhat's your excuse?"""
293,1,20120620000945Z,"""We'll leave the fanaticism to morons like you, criminal."""
303,1,20120609194312Z,"""I think it clearly displays your lack of rational thought if you truly believe that."""
313,0,20120529020530Z,"""are you funny tonight?!!!"""
323,1,20120612022928Z,"""<blockquote>                        Little girl, you, YOU of all people make that statement. How dare you after all your feminist/misogynist bullshit.\n\n\nOh, and toots, anytime you want to try anf follow me up a 21,000 foot\n mountain at 64 degrees North Latitude and not whine, bitch, complain or\n get cramps, you just go ahead and sign up. \n\n\nYou are a nypocrtical piece of shit. And anytime sweetheart. Anyplace\n on the planet. You think you have a bteer pain threshold or the ability\n to follow along in my footsteps, you just raise your delicate little \nhand. The first whine oir moan out of youy when in the field, and I will\n have a dozen cameras on you and make sure the world knows what a whimpy\n little hypocrite you are.\n\n\nPussy.</blockquote>\n\nFuck you.\n\nDon't call me ""toots"".\n\nI'm disabled, and CAN'T follow you up a mountain of ANY size.\n\nI also deal with CHRONIC FUCKING PAIN, DAY IN, DAY OUT.\n\nMeow meow, fuckstain."""
333,0,,"""I actually think this is 1 of the most 'sophisticated' outfits i have seen her in lol...  I used to like her years ago but she has went downhill in my opinion and will go as low as possible to get that frozen face in the papers... I would like to know who these 'katie price' fans are that she makes her millions from because certainly no1 i know admits to liking her..."""
343,0,,"""George Stephanopoulos\\n\\nIs the son of a a Greek Orthodox Priest in Cleveland\\n\\nIm sure his father is not very proud of his son becoming a lacky supporting the Obama administration \\n\\nGeorge has been licking the boots of democrats for years \\n\\nI guess the gene pool comes from that great economic power Greece \\nThey are truly economic geniuses\\n\\njail is to good for him\\n"""
353,1,20120620041024Z,"""hey rynthih95 who the hell r \xa0u speaking on sachin .\nshut up u fucking ass [[midfing]]"""
363,0,20120529160137Z,"""Yea, damn those Shriners and their little cars!"""
373,1,20120618233555Z,"""really ? you'd better be prepared for the whole law to be trashed, and pack your bags, your leaving the white house come jan, and good the heII ridence, you commy marxist bastard !"""
383,0,20120620145613Z,"""too bad, they're usually pretty relevant."""
393,1,20120620012533Z,"""you're an egoistic dimwitted cunt. that's why you fail in your life. don't drag others' down."""
403,1,20120612145844Z,"""You're a bleeping idiot!!!!"""
413,0,20120515063157Z,"""Where are you getting your information from?"""
423,0,20120620172006Z,"""What Hinckley was doing is called fudging. He knew all right but he knew how it would look to admit to it."""
433,0,20120610121020Z,"""I didn't, these replies didn't end up together with the original comments!"""
443,1,20120620181537Z,"""Still waiting for you to put your money where your mouth is, coward."""
453,0,20120529223913Z,"""Wait, a republican Senator had an affair, WITH A WOMAN???\xa0 I thought those guys just hit on other men in public toilets..?\xa0 Yeesh - go figure."""
463,0,,"""\\xc2\\xa0lmfao hahaha good one with russias out dated military and china's half as stolen technology i dont even think they can kick taiwans ass combines go watch more of your chinese propaganda videos and stop killing Tibetans\\xc2\\xa0 """
473,0,20120620065412Z,"""Oh no, not Bimbo T. Baggins on the TV again. And evil Gandalf the Red-Nosed Snotzi. It is very difficult for me to watch their sneering faces. Look at the picture - they are sneering at immigrants. There is not a doubt in my mind that Sarah Moose-Muffins would carpet-bomb Mexico if she were President. Good thing we have a rule you can't be born in Hell and need an IQ of past 5 to be President. KKKKKalamity Jane for President? No way! Who wants a White House that stinks of moose droppings and offal? Plus there's the sneering."""
483,0,20120610051145Z,"""just finished reading the breaker and they truly killed the ending.. \nthat was disappointing. The famous 9-dragon got his ass whooped. \nI don't know if I want to start reading new waves based on all the reviews."""
493,0,20120515120846Z,"""what ?! you no need kpop friends when you go to kpop concerts ... you'll eventually meet some in the arena or just fucking have the greatest night a kpop fan would have.. no one will care if you scream all by ur self... \xa0 HAHA! DREAM CONCERT vs why the fuck i would care if im alone. HAHA!"""
503,0,20120609200548Z,"""Amazing how Romney's wealth is such a problem for you, yet you do not care that John Kerry's yacht is still parked across the boarder to avoid his taxes."""
513,1,20120529031505Z,"""You should change your name to just dumb guy, since you know nothing."""
523,0,20120529204501Z,"""Why are you yelling? you made bro?"""
533,0,,"""disgraceful mother,why did you bother have a baby? it is like having a new accessories not a baby."""
543,0,20120610152838Z,"""Yup obama, change is hard huh? \xa0You nbever thought that this many Americans cared for their country the way they do. \xa0True Americans will never convert to communism punk."""
553,0,20120503002117Z,"""Trust me - she is a bitch - and awesome - and cool - and opinionated - and strong - and not afraid of being judged -and beautiful.  She's FOR REAL. What you see is what you get.  Not some cardboard, superficial bullshit, hope you like this type of blog entertainment.  Who puts 'My blog will melt your face off' but still gets laughs and votes?  \r\nIt's entertainment and what you expect from ""typical design blogging"" (aka: edu-tainment).  \r\n\r\nI think it's good.  I love it.  (And I don't know shit about design)"""
563,0,20120528163628Z,"""Hey EC, did you get that email I sent you yesterday?"""
573,0,20120530091638Z,"""Doesn't seem that secret to the rest of us."""
583,0,20120529135836Z,"""nah, then I'll just end up back where I started."""
593,0,20120618231635Z,"""If she had an expired Visa, she should have gotten a MasterCard."""
603,0,20120611212847Z,"""white people fuck like this; black people fuck like this"""
613,0,,"""There is nothing equal about a hetrosexual marriage and a gay marriage. You can't compare apples to oranges. One was created by God the other by man. So enjoy your new freedom for it means nothing."""
623,0,,"""@memphisdawg this is part of what the NCAA was talking about making a requirement. right now, scholarships are one year renewable scholarships, making it easier for scumbags like saban to release a kid. some school are going ahead nd offering these four year schollys. i think the Big 10 was pushing their schools to do this."""
633,0,20120612132525Z,"""Whoever checked ""libertarian"" has been hitting the bath salts."""
643,0,20120611175736Z,"""Never said anything derogatory about having tattoos, only posting the one on your ass on Facebook.\xa0 And quit trying to pretty up what you say, you wanna say whore...say whore... I've never been a gardening implement."""
653,1,,"""HahahahahahahahaThe fucking dyke deserved it!!!!!!!!!!!!!!! A bit of\\xc2\\xa0 karmic payback forall the degeneracy & misandry that lesbo feminists have inflictedupon the Western world. That degenerate dyke bitch that's still alive should not subject the rest of us to her{?} disgusting emotional diarrhea over her{?} fat dead land whale. Our world would be far better off were it not polluted by degenerate lesbo feminist pieces of shit!!!!!!!!!!!!!!"""
663,0,,"""@DiBrubaker @lkissler always love my MT peeps and anyone else who crosses my path virtual/Real, but tech never trumps us meeting in person!"""
673,0,20120530005650Z,"""grizzlies will have the best team they have ever had next year"""
683,0,20120609203332Z,"""How can you put creation in philosophy? It has no fucking logic! Creation doesnt belong in philosophy!"""
693,0,20120620144204Z,"""Sure, the people who actually diagnose and treat disease are the problem, not the hordes of parasites around them."""
703,0,20120529025036Z,"""Thats all rondo can do.. Hold on to his man"""
713,0,20120611230924Z,"""Sandie Sandy\nOf course with someone who would post the eurocentric nonsense about ""bore children out of wedlock"", it makes sense that you would relish the GOSSIP about the private affairs of individuals who seemed quite comfortable with their mating arrangements.\n\nTell us, gossip sandy, has the former husband been complaining to you and promise you his organ if you share his loss?\nThe deceased wife of Magnanimous Mugabe complained?\n\nWe have never heard anything from these people about their PRIVATE LIVES.  You ever thought that the ALL had a pact?\nComrades sharing their female(s).\nWives not minding husbanding having a 'small house'?\nThese are ALL fine traditional practices.\n\nThose who are gossipy and sex-obsessed are going to have a hard time with the more conservative and wise African practices, which have sustained coherent African societies for thousands of generations.\n\nGo do the gossip in Europe; they are much into minding other people's business.\nDignified African females are to busy to waste time with such gossipy garbage"""
723,0,20120529082105Z,"""No, even if he has the best season next year he won't get it because the media get bored.  That's why Jordan didn't win more.  Too bad we don't have any good reporters voting like there were back in the Bill Russell days."""
733,1,20120619173245Z,"""I see you dreamt about me all weekend. I am not into men like you are, and also cowards aren't very attractive. Now get to work you little cowardly stable boy."""
743,1,20120529025952Z,"""You pathetic, pimple-faced little adolescent moron.  Have you not studied sarcasm yet?  \n\nLet me guess...you are a product of home schooling, right?"""
753,0,,"""I really like "" When you combine tactics such as these, you have an integrated marketing and communication program that drives results. Real results such as improved margins, shortened sales cycles, and increased revenues.""\\n\\n \\n\\nI\\'ve read a few friends recently trying to defend the idea of accepting PR as a $15k/month crap shoot that eventually the media would magically convert you into a success.\\n\\n \\n\\nAs far as I can see, a few months in I\\'m going to see results that paid for thet monthly spend, or I\\'m going to find something else to spend it on.\\n\\n \\n\\nMagical thinking is what has jacked up huge segments of our society today."""
763,0,20120528151501Z,"""75,000? why are you on here then?"""
773,0,,"""If criuticism is based on the facts...then lets call it what it is.......lets take StevenGlens Bile for instance.....\\n\\nCOPY POST:\\xc2\\xa0obama has spent that in only 3 years, and gotten nothing for it, except 200 dead Mexican citizens, and several failed green energy plants.>>>>. Ok first off thats a boldfaced LIE..secondly show NON partisan facts that verify that verbal vomit you just posted and I will start here on Obamas achievements...but ask Bin Laden Somali pirates Al Queda and Quddafi if they think Obama is all talk and no actio over these last few years......but for Obamas domestic accomplishments I willrefer you herer to Politifact.org..Obamas promises......READ THAT and keep it moving....turn off Fix News and EL Rushbo for an hour a day\\n\\n\\n\\nhe has also created the most vitriolic and partisan atmosphere I\\'ve ever seen, with his divisive class warfare and demonization of several groups of Americans.>>>>No actually Bush did that with the ""youre either with us or against us"" cowboy bravado....voters rejected that in 2008 and by partisan you mean RACIST??? or do you mean the Republicans that would rather see America fall into the sea that see Obama fix this country...Mr Mitch We wont work with Obama."" Turkey Neck McConnell.....SO stop BS\\'n here who is the real partisans here??? Yea Obama tries to work with Redumblicans and hes the one whos partisan.....dont make me laugh\\nhe mocks our process of democracy, praises and supports our enemies and alienates our friends.he claims to want to create jobs, then has his socialist minions squash any efforts at expansion or business starts with excessive regulations, fines, fees and lawsuits.\\n>>>>>>>>Supports our enemies like he did Bin Laden who Bush gave a pass too for what 8 yrs......this whole post here is laughable on its idiotic face......Again...Im not gonna entertain this notion of bile you just posted cause its too comical to address....stop watching Fix news.....in case you didnt know they dont tell the TRUTH...they just propagnadize....BTW>..who are Obamas socialist minions....you mean Saul Alinsky or Bill Ayers....what about Josef Stalin...while youre at it.... a truth socialist would laugh in your face listening to you squawk\\nI could write pages, but the effort would be wasted.>>>>dont waste the informed voters time and effort\\nI see from your profile you\\'re something of an amateur at this, it would be helpful to your case if you could post some links verifying your claims.>>>>>>>>Is that the best you can do is insult people based on their AVI??/ you sound like a child thrashing around in the sandbox at schoolHave you considered a career selling fertilizer? >>>>>Maybe you should try it first and show us hows its done\\n\\nand honestly anyone that cosigns on that partisan parrot bile is just as big an idiot......I didnt see one fact in that while Diabtribe"""
783,1,20120609191921Z,"""You called someone stupid? Wow, you must smoke spice and meth combined because you sound brain dead. Before putting your 2 sense into something that you have no education on, just what you hear from the Media, think about what you say. You sound like a fucking pawn just like the rest of society, believe everything you see on the news, you brainwashed grunt."""
793,1,20120619184654Z,"""She continues to be Obama's whore."""
803,0,20120611171655Z,"""Thats just a clich\xe9...and typical, baseless and silly accusation that homosexual advocates throw out there to try to scare off your adversaries. Whats next"" Im a homophobe? I'm a closet homosexual? I'm a bigot? LOL. Come on..you can do better than that can't you? That stuff is all worn out. Find something new to say about me. Lets see you be really imaginative."""
813,0,20120530000659Z,"""....You were right all along.    NOT !"""
823,0,20120611224147Z,"""I still don't get how this is a big deal, shit."""
833,1,20120611195614Z,"""You have 60 years worth of history wrong, and I'm the ""idiot!?!?""\n\nbenny_hill, why do you hide your comment history. I just caught you posting under your old name, but you delete the profile before anyone can see your campaign of character assassination, smear and distortion.\n\nCowardly much?"""
843,1,20120502192154Z,"""Go change your depends, crybaby."""
853,0,20120610052718Z,"""Yeah the fault doesn't lie with you for being a bigot, it lies with me for calling you on it."""
863,0,20120610152139Z,"""Yeah!  And Nixon have gotten away with it too if it weren't for those meddling kids!"""
873,0,20120611204625Z,"""Go Texas they have great American Dads that arent affraid to stand up for what is right and what is right is the fact that the little Bastar_ isnt going to commit this crime again. Hell I will send some money to him for bail if they pick him up!!!"""
883,0,20120610153845Z,"""Possibly, but you are not that 'anyone'"""
893,1,20120620024517Z,"""Storobin - you\xa0stole the damned election.\xa0 You are not wanted in my neighborhood.\xa0 Get the hell out of here and go back to wherever it is you came from."""
903,0,20120612043526Z,"""Dodger radio playing tunes of ""fuck you"" at end of commercial break. They must be reading our comments."""
913,1,20120609164746Z,"""You act like you faced a good team. You played like crap against another crappy team."""
923,0,20120529022036Z,"""Oh god, that is one hilarious video. It is the one with the Professor Layton rapist dude, right? XD I didn't click it, but I've seen it before. So funny. ^_^ (No matter how odd that sounds.)"""
933,0,20120620145312Z,"""Dude red on my iPod it says it will be 98* out today"""
943,0,20120515133119Z,"""I keep it fresher than the next bitch\nno need..for you to ever sweat the next bitch\n..with speed, I make the best bitch see the exit..indeed,\xa0\nyou gotta know your thoroughly respected by me,\nyou get the keys to the Lexus, with no driver\nyou gotcha own '96 suh-in..the ride\nand keep your ass tighter than Versace thats why\nyou gotta watch your friends you got to watch me\nthey conniving shit\nthe first chance to crack the bank\nthey try me, all they get is 50 cent franks\nand papayas, from the village to the tele\ntime to kill it on your belly no question\xa0\nI got more black chicks between my sheets than Essence\nthey say sex is a weapon, so when I shoot\nmmet your death in less than 8 seconds\nstill poundin in my after life..\nlaugin my shit is tight\nyou who askin right...\n\n[Chorus:]\nAint no nigga like the one I got\nno one can fuck you betta\nsleeps around but he gives me alot\nkeeps you in diamonds and"""
953,1,20120619165642Z,"""Ms Jenkums could you please look up at\xa0the right hand corner up top\xa0and click the red X, and to never return\xa0again pls.....You are to dumb to know your dumb......Click\xa0it\xa0now....And don't come back now you hear...."""
963,0,,"""@noBjustRyan he can be as stubborn as anyone else with his opinions.  but the name calling went too far, i agree."""
973,0,20120612125052Z,"""I think the drugs these days are all laced with a little something extra!  The crime these days are unbelievable and unthinkable."""
983,1,20120620122011Z,"""Thanks for confirming that conservative men only see their women as a pair of tits and an azz."""
993,1,20120530113134Z,"""You're naive and don't have a basic grasp on biology."""
1003,1,20120610110954Z,"""bitch please...you are the biggest troll. :P"""
1013,0,20120620003036Z,"""Moved right? Lol\n\nStraight jacket, stat!"""
1023,1,20120320194013Z,"""So you call her a W H O R E making you what.....? Pure? You're a fool and an idiot."""
1033,0,,"""Oh please, she only has one face, the pout, and she really doesn't need any more practise at that."""
1043,0,20120619143003Z,"""Romney is a business who has solid ideas about bringing jobs back.\n\nRomney wants a strong military ONLY as a deterrent to attacks by other countries all over the world.\n\nBTW, you liberals use the term ""tax cut"" which is false. A true ""tax cut"" is when \xa0our taxes get lowered.\n\nThe liberal version of a ""tax cut"" is when tax payers are allowed to keep some more of their hard earned money. NEWS FLASH to Liberals: \xa0 \xa0IT'S NOT YOUR MONEY."""
1053,0,20120619175916Z,"""You know a couple of young apes took her to abuse her.   Only hope she comes back in one piece."""
1063,0,20120527211032Z,"""You would hope so.  Unfortunately, when people are desperate and seeking a solution when there does not seem to be one, they want to believe in anything that will help their child.  I can't fault them for loving their child that much.\n\nOn the other hand, there are some people that will just believe anything a celebrity says, just because that person is a celebrity."""
1073,0,20120530102033Z,"""Oh, fuck. Yeah, he's not kidding, guys. It's images from the attack, and holy shit they are in a whole new world of graphic."""
1083,0,20120609212040Z,"""Sorry,  but that's just a dumb statement.  You're comparing some 3rd party promo to apple's own functionality.  For example, if this were a reference to a carrier removing google navigation and forcing customers to use telenav,  you'd have a valid argument. But not in this case.  \n\nIf you want to make odd comparisons let's talk about how the iPhone fucked everyone on sprint who enjoyed 1yr contracts, longer return periods and other perks that got taken away all because of the iPhone.  See,  that's why I like Android,  because they don't make the carrier take one up the ass and screw their users out of perks they've enjoyed for years."""
1093,1,20120611225158Z,"""We're not the losers but\xa0 you and this country are."""
1103,0,20120515202707Z,"""That's because you posted all Lies and Bullshyt!!"""
1113,1,20120619131405Z,"""Seems like you are on tik you moron! Are all people of your colour rapists of mothers and children? I don't think so. Stop making idiot comments!"""
1123,0,,"""@beatles4life  but TNA is full of 'retired wrestlers'? So shouldn't that be 'has been wrestling' too?"""
1133,0,20120620030603Z,"""last summer is \xa02ne1 vs. suju right ?? \xa0and now this summer \xa0again 2ne1 vs. suju \xa0FUCK they forgot b2st ahahahahah"""
1143,0,20120618223920Z,"""there are many great Jews....i have no issue with the faith"""
1153,0,20120528005943Z,"""I love Serendipity 3's Frrrozen Haute Chocolate."""
1163,0,20120529211749Z,"""Irony? This has nothing to do with! You just can't take off your rosecolored glasses long enough to see that there is a real problem a dodger stadium! They need to tear that dump down and relocate"""
1173,0,,"""iv installed but siri just says unable to help please try later ?"""
1183,0,20120611171212Z,"""Obama's econimic plan BS !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
1193,0,20120609210546Z,"""When that nigga tighten his belt I knew he couldnt fucked up...\xa0 He look like WANDA"""
1203,0,20120527173403Z,"""He was almost hit in the head by the previous pitch. He was a little out of place after that pitch. Imagine getting a curveball towards the head (missing you) and then on the next pitch is a 94 mph fastball down the middle. No way your reaction will be to swing."""
1213,0,,"""We could start a media blitz like they did with the drug campaign.  You know, the one  . . . ""this is your brain, this is . . ."".  We could show pictures of Pelosi and say . . . this is your bomb vest . . . here\\'s your reward  when you blow yourself up."""
1223,0,20120515204051Z,"""Where are your two pussy friends, lez and dogballs?"""
1233,0,,"""is it april 1st??"""
1243,0,20120528004429Z,"""Good Evening SydneyJane. I hope you have been enjoying yours too."""
1253,0,20120528200046Z,"""But you're not at the game?"""
1263,1,20120528000919Z,"""you are a hater..plian and simple...."""
1273,0,20120528103713Z,"""She can still come back.....Brianti is not that good, Vika is just TERRIBLE today!!"""
1283,0,20120620081140Z,"""Danco, don't be upset about not knowing about Wawa. \xa0They are regional according to\n\none of the posts, found mainly in the East. \xa0(PA and NJ)"""
1293,1,20120619080541Z,"""puberty? ha! \xa0just because you behaved like a man only when you were going through your puberty and been a gullible \xa0nancy \xa0your entire life doesnt mean everyone are like you . Pretty sure you got lady parts and vomit when you see blood or gore .. continue advertising your transexuality \xa0 on world wide web i have already owned your ass."""
1303,0,,"""Well I think Christ is lovely. He is very entertaining and has a very loyal army of listeners. I love to hear him and his team in the mornings. I hope he keeps going for a long time to come. I also love his TV show Chris Moyles Quiz Night, which is very funny.  Each to his own and I respect that, everyone likes different people and I like him. He is certainly not fat and definately not ugly and he has a very nice face in my personal opinion!!"""
1313,0,20120612011229Z,"""I don't remember Staples filing for Bancrupcy.\n\nMaybe you got bad info?"""
1323,0,20120611173612Z,"""<i>Dick Zinya steps up to microphone</i>\r\n\r\nTap Tap Tap...\r\n\r\nDICK ZINYA: &nbsp;BULLSHIT.\r\n\r\n<i>Dick Zinya walks away.</i>\r\n\r\nA-a-a-a-a-nd Scene!"""
1333,0,,"""""Significant"" - I think more like ""Massive Fraud""! All the more reason to demand a \\'picture ID\\' - either a drivers license of state issued\\xc2\\xa0and tell Eric Holder to go suck an egg since he thinks that requirement would be \\'racist\\'!\\nIt is past the time when we should \\'guard\\' one of our nations\\' most honored privileges!\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0"""
1343,0,20120610211632Z,"""maybe u can just fuck off and leave traditions alone.............bitch!"""
1353,0,20120620110632Z,"""Cars was like, ""fuck this i'm outta here."""""
1363,0,20120528233058Z,"""You guys got to stop comparing him to Heath. If you go into the movie already thinking he will not be better than Joker than you are only ruining his performance yourself."""
1373,0,,"""@noBjustRyan trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade trade"""
1383,1,20120611201030Z,"""Wow!  we got us a real literate einstien here don't we???  ""dush bag""?  And such grammar!!!  Maybe you should have stayed in school past the 2nd grade retard!  What happened,  momma spend all her welfare chk. on booze and crack???"""
1393,0,20120612024128Z,"""LMFAO just checked Vaders wiki and it says this on his WWE Return in 2012 And I Quote ""Vader made his WWE return on June 11th, 2012 when he defeated Heath ""The\n Southern Rock Band"" Slater on WWE Raw. He was later beat by The \nBushwhackers in a handicap match"" Looks like we got The Bushwhackers return up next."""
1403,0,20120619043358Z,"""White Sox are in first place. Some of you Sox fans are so spoiled. You talk like Jim Hendry came over from the Cubs and you havent won in a hundred years. Get a grip."""
1413,1,20120502233532Z,"""You are either very ignorant or terrible at sarcasm"""
1423,0,20120612134235Z,"""Hmm... je\u017celi teledysk do ""Fuck it"" wyjdzie najp\xf3\u017aniej w Lipcu to ten manager jest mistrzem <3"""
1433,1,20120619015227Z,"""You're probably a phuuking dyke....aint ya beotch ?"""
1443,0,20120619134641Z,"""Mo ain't coming back and getting close to 15 million\xa0 he got this year.\xa0 Be\xa0 realistic he is very old athletically.\xa0 He\xa0 will pitch one last time and then retire like Wood did."""
1453,0,20120515140716Z,"""you are right - if only we knew which balls were which \nand whos balls were in whos pockets - we would then at least know how many balls were still on the table and in play - :)"""
1463,0,20120530000534Z,"""@SusieMo\xa0http://candk.ytmnd.com/"""
1473,0,20120611173403Z,"""and .. have you made a conclusion yet? We're gonna buy a 7d tomorrow the plan was with a 18-135, what did you not like about it.. what would you recommend?"""
1483,0,20120529173852Z,"""MR PRESIDENT i ask only one thing just band sirasatv and shakthi tv, becouse they want distroyed our mother land they are\xa0not midea they are under TNA and LTTE PLEASE take action. if not one day our srilankan explose on this midea. no respect pushing small group for vilonce...and giving fals infomation on there own profit only when i see sirasa news im shame on our midea like sirasa...sakkili like sri ranga pimpi sakiliya"""
1493,1,20120620013723Z,"""So, now we know what you are by your own identification, fool, will you kindly moveon.org and stop cluttering up the place and so we intelligent posters can post?"""
1503,0,20120618193210Z,"""They will, but I still think they will not have as much gusto as they would have if it were Santorum."""
1513,0,20120619115722Z,"""I think she's an idiot! All he does is cheat on her! Come on Vanessa, you're gorgeous and you certainly can do much better!!!"""
1523,1,20120611201740Z,"""Chavez is a total joke at the plate, an automatic out. He's only decent as a late-inning defensive replacement. You'd know that if you weren't so f#cking stupid. We have Pearce, Betemit, Flaherty, and Andino (once BRob comes back) to take over in the outfield until Reimold and Markakis get back. None of them will make anyone's All-Star team, but they all look like Babe Ruth at the plate compared to Chavez. Grow a brain, for chrissakes. Your ignorance is appalling."""
1533,1,20120320123802Z,"""you are a complete fool. slowly read what you have just written. it makes no sense."""
1543,0,20120503034919Z,"""Do you know what my plan is if a poodle bites my kid? To step on its fucking neck until it dies. I have no plan if a pit ever bites her. How do I get something with the size and strength of a jungle cat off her?\n\nThere are no parallels between minority ethnic groups and dogs. Please drop it."""
1553,0,,"""Are you living in the 1940's when the USA had the bomb and no one else?\\xc2\\xa0 Or are you living in the 1960's and the Bay of Pigs? \\xc2\\xa0Where were you in the 2000's?\\xc2\\xa0 Remember Iraq and Weapons of Mass Destruction?\\xc2\\xa0 Ten years later and the result?\\xc2\\xa0 Inflated size of government (Homeland Security) lost freedoms (Patriot Act) ballooned deficit (cost of war) borrowed from China, and that does not account for the blood shed and loss of our children.\\xc2\\xa0 Time to turn Iran into a giant glass bowl?\\xc2\\xa0 I'm not willing to expand the size of government, lose more freedoms, increase the deficit, borrow from China, or shed anymore blood for someone living in a time warp or Israel who is itching for a fight.\\xc2\\xa0 If Israel wants to blow up Iran that is their business but this is not the USA's fight.\\xc2\\xa0 """
1563,0,20120620005457Z,"""aww poor lil Waynisha and his menstrual antics...first he can't get into playoff games..now all this confused fuckery...smh boo\xa0*hands him\xa0a cell phone* Jesus is on the main line please tell him what you want"""
1573,0,20120529160200Z,"""Lingering fog has been fucked for over a week bud"""
1583,1,20120609232009Z,"""What a fool you are, we all know that you think of nothing more than being GAY."""
1593,0,20120528232341Z,"""Been a while. Its because people would rather have the C's then the bandwagoned Heat."""
1603,1,20120610080958Z,"""Pussy bitch take my fuking house off of your picture. I know it looks better than that nasty black ass you had up there but still"""
