,Insult,Date,Comment
208,1,20120611091050Z,"""Are you retarded? You think Iraq & Afghan were avenging deaths? Lol.. get yourself checked buddy.. even bush would laugh at you...\n\nThere is a reason why we are proud of India.. cuz we are not like US or Israel who will or can go to war at the drop of a hat.. on the long run even that is proving costly to them..\xa0\n\nSo wake up.. We are talking about Music here not War.. you dumb moron"""
218,1,20120515161425Z,"""Autumn..... You are, and Idiot. \n\nRed Flag #102 - Girls with No sense of Humor."""
228,0,20120620051425Z,"""I just did it, but for some reason it's not registering, maybe needs some time."""
238,0,20120619015707Z,"""God bless you, and may you live a long and fruitful life and spread your wisdom."""
248,1,20120618205159Z,"""yeah I'm pathetic but your the idiot going around trolling other teams pages. Why don't you get f#$@ing life you little sh1thead."""
258,0,,"""Too bad that wouldn't do anything about the gay American citizens found in all 49 other states."""
268,0,,"""Pig noesed / no talent jack.. This guy should get the worst actor award every year."""
278,0,20120530142652Z,"""O' Neil ---\n\nHold your ground!!  Don't admit to\nsomething you did not do to satisfy an outward AGENDA by those who\nwant to conform to international racing for their own profit!  Yes,\nyou have violations, as many other trainers do, BUT, you are the\ncenter of attention right now --- NO BETTER PERSON TO ATTACK!!!  You\nlive in a faulty generation caught up in personal transference of\nwrongdoing by the general public focused on lack of commitment to\nthemselves, family, and country!\n\nDoug, just look around you and see what\nthe present day ideology has done to our country, NOW, they want YOU\nto become part of that same agenda in the sports world --- DON'T DO\nIT!!  The people around you know you for who you really are ---\nforget about the deadbeats, and the press, who themselves should be\nashamed of their lack of responsibility to the people of this\ncountry!  Focus on winning the Triple Crown --- YOUR WAY!!  You've\ncome this far on your own, stay that way!!  Good Luck --- the \u201cTRUE\u201d\nfans will support you for who you are, not what others want to make\nof you."""
288,0,20120530053242Z,"""Sounds like a medical condition."""
298,0,20120619225235Z,"""That takes more strength than the father in the story would ever know. Much respect to you."""
308,0,20120619155757Z,"""They have historically been completed unable to get the REAL THREAT off the road so they're going to pick some very low hanging fruit here. Inept lawmakers. Inept politicians. And sheeple for police who are going to LOVE ""enforcing"" this new law. They can't enforce the laws we have now that matter, so I guess they need some new ones."""
318,0,20120610005734Z,"""And you, Dee, are a typical leftist idio t."""
328,0,20120612060140Z,"""Ok I am sorry but why are these idiots still around. I am white and can't stand the racsit pigs. If you can't stand being around other races and cultres then get lost. If you beat people because of their color they should be shot. Now they want a stretch of road. Yeah just what someone of color needs. To go down that road and be beaten or shot because they are of a different color. I wish I can do the stuff they do and get away with it.."""
338,0,20120612002630Z,"""Dude, calm the fuck down and stop yelling at anyone who disagrees with you."""
348,0,,"""Keep the money away from Kenny. Over \\xc2\\xa3110 million spent and 7th in the league. ROFL"""
358,1,20120320061234Z,"""hey jurbinsky your mom's a pile of garbage why don't you shut up."""
368,0,20120620150011Z,"""Sheeps Balls?!\xa0Are you rebranding?\xa0""Sheep's Bollocks to Poverty"" is quite a mouthfull... Did you see what I did there!!"""
378,1,20120320213336Z,"""That's a dumb opinion and you are dumb for holding it."""
388,0,20120528222742Z,"""looks like while you guys have extended B-P with Mariners we've got Barn-Duty for you...?\nsay we do and we do our job, y'all remember that won't ya kindly?\n\nas I always say (and feel :) good luck Texas, have at it!"""
398,0,20120611190823Z,"""Took my girlfriend to see it.\xa0\n\nShe told me to stop jumping like a bitch :/"""
408,1,20120619221008Z,"""Yeah, like I'd let you have the last say, loser. ;)\n\nAnd BTW, you're a bad stalker. I don't give a phuck about pitbulls. ;D"""
418,1,20120320203047Z,"""You are a fucking retard...before doing shit like that won't you consider the other person and how they got violated in to their privacy...go to fucking hell"""
428,1,20120320165937Z,"""Don't you wish you weren't so fat and could dance too?"""
438,0,20120529060722Z,"""Hey my team is 9 games under .500 and my fans think were the best team, what team am I?"""
448,0,20120514050535Z,"""Yes you need to understand how your guy sucked off taxpayers all his life and will till the day he dies."""
458,1,20120620151704Z,"""Forreal Black - You are an A-HOLE"""
468,0,,"""Probably one of the few good things this year is Humphries production.He has stayed at a consistent level from last year and that helps,but I don't see him as a starter in a good team. A rotation player yes,but we should still look to resign him because  he wants to be here and that is what we need in a player."""
478,1,20120611204101Z,"""Very sorry I mentioned it.\xa0 Just keep bitching here where you are SURE it will amount to nothing."""
488,0,20120528231638Z,"""Sorry only got white ghetto in me."""
498,0,20120528175949Z,"""i fucking love peanuts"""
508,0,20120612153035Z,"""I like him.  I don't think we can blame him for everything from bird droppings to flat tires."""
518,0,20120619014426Z,"""The karma and lies are ketching up to him."""
528,0,,"""The rogue make an empty face, doesn't understand what a dog want. Free is  not giving up, he try harder pulling Jetro's sleeve and point his nose  at Vlad."""
538,0,20120610141709Z,"""no\u0301i hay th\xe2\u0323t, K-Pop ko \u0111a\u0301ng \u0111\xea\u0309 h\xe2m m\xf4\u0323 nh\u01b0 MJ ???Co\u0301 \u0103n co\u0301 ho\u0323c n\xean fa\u0301t bi\xea\u0309u cho co\u0301 mu\xf4\u0301i ti\u0301 \u0111i a\u0323, nhi\u0300n la\u0323i ba\u0309n th\xe2n tr\u01b0\u01a1\u0301c khi no\u0301i ra, \xf4 nhu\u0323c, C\xc2U CHUY\xca\u0323N V\u0102N HO\u0301A sao ??? =]]~ chi\u0309 bik nhi\u0300n m\u0103\u0323t ti\xeau c\u01b0\u0323c va\u0300 \u0111em ra xi\u0309 xo\u0301, ti\u0301ch c\u01b0\u0323c ko co\u0301 sao ??? c\xf4ng b\u0103\u0300ng \u0111em \u0111\xe2u h\xea\u0301t r\xf4\u0300i ??? chi\u0309 bik \u0111em ct\xf4i ra xi\u0309 xo\u0301 fan of n~ nho\u0301m kha\u0301c thi\u0300 sao ??? VIP, Sone, nhi\u0300u nho\u0301m kha\u0301c n\u01b0\u0303a..... ho\u0323 ko cu\xf4\u0300g idol of ho\u0323 sao ??? m\u01a1\u0301i \u0111\xe2y co\u0300n \u0111a\u0323i nha\u0323c h\xf4\u0323i Vi\xea\u0323t - Ha\u0300n gi\u01a1\u0300 la\u0323i \u0111em ra soi mo\u0301i ? na\u0303o ho\u0323 co\u0301 ch\xe2\u0301t xa\u0301m ko v\xe2\u0323y ??? ma\u0300 th\xf4i cu\u0303ng chi\u0309 \u0111\u01b0\u0300ng vi\u0300 \xa0""CON S\xc2U LA\u0300M R\xc2\u0300U N\xd4\u0300I CANH"" ma\u0300 suy nghi\u0303 wa\u0301 nhi\u0300u, m\u0103\u0323c k\xea\u0323 va\u0300 p\u01a1 nhau \u0111i a\u0323 =]]~"""
548,1,20120610150818Z,"""lol you morons think im black ? nope im same like you boeti only think is i hate you racist batards :)"""
558,0,,"""yea right, im sure they are all gonna meet up on the M56 for tea and scones, then have a frriendly game of foota in stanley park and be taking pics of each other before heading to their respective ends. """
568,1,20120619214520Z,"""In which part of the song was there autotune?\nJUST BECUASE A SONG IS UPBEAT DOES NOT MEAN ITS AUTOTUNED.\nGET FUCKING EARS!\n\n\nSeriously dude, I AM THE BEST did not, in any way, have autotune in it.\nIt had AFFFECTS, but NO AUTOTUNE.\nIf you ""beg to differ"" you clearly an idiot."""
578,0,,"""Oh my, they blow up so fast."""
588,1,20120527210927Z,"""you are just an idiot blabbermouth that is gonna get stopped HARD one day! You WILL NOT be saved."""
598,0,20120609171649Z,"""Mo0rtlib, you are a dumbkopf. What kind of dessert (sic) is it in? Prickly pear pie? Tell humans to move? You arrogant elitist moron."""
608,0,20120619172846Z,"""Yeah, rising prices and cut food stamps before you tax the rich.\xa0 Now THAT'S fucking rich.\xa0 What they give a family now doesn't feed them for a month and the families need to use the food banks to supplement."""
618,1,20120611085459Z,"""fake as hell. its illegal to even put a cam in a bathroom. dumb fucks"""
628,0,,"""Oh dear, the poor deludec spuds fans are mouthing off.\\n\\nCome back in 6 weeks spuds fans, after your team has dropped like a stone back to where it belongs.\\n\\n \\n\\nSpurs - The LITTLE club in a flat-pack MFI stadium - LOL"""
638,0,20120612151610Z,"""This article isn't only talking about the rape.\xa0 It's talking about what happens to the victim of a rape among her own family.\xa0 \n\n""You had some nerve to allow yourself to be brutally raped and tortured by those five grown men.\xa0 You have brought shame to this family and we will do everything in our power to have you ostracized and even killed."""""
648,0,20120529164910Z,"""screaming, yelling, broken plays and winning Steelers frist half of the seasons"""
658,0,20120612035635Z,"""Tell em why you mad! LOOOL! i have my opinion and you have yours. And now sports..."""
668,0,20120611231045Z,"""Don't let silly things like facts about other manufacturers get in the way of blind Apple hate.\xa0 Please, it just upsets these people who have absolutely no interest in the product what-so-ever but feel the relentless need to spam the comment sections of news posts."""
678,0,20120612024138Z,"""Point is BOTH are living-dead weight.\nAnd US CAN FIND more capable, younger leaders; because the young have more vision!"""
688,0,20120528225605Z,"""I wouldn't sleep on the D-Backs either. Hudson's return should really help that rotation out.."""
698,1,20120619002830Z,"""You're a freaking idiot! there isn't a word in the dictionary to\xa0describe\xa0you, you're just beyond a dumbass it's not even\xa0funny\xa0anymore!"""
708,0,20120620054536Z,"""look like you had a great weekend :)\n\n- lauren"""
718,0,20120529130717Z,"""How A CSM Works. \n   After a hand is over the cards just used are placed back into the shuffler to be mixed with the other cards in the shoe. Shuffle Master\u2019s King uses an elevator system to randomize the cards. As the elevator is moved up and down, cards are randomly inserted into one of the 19 shelves in the elevator. The shuffler randomly selects a shelf of cards to deliver into the shoe. Because of the non-linear process, every discard re-inserted following a hand has a chance of appearing in the next round.   Although Shuffle Master says The King differs from their competitors continuous shufflers because the others use a linear design most CSMs so the same thing. They put the discards back into play and does away with the dealers having to stop to physically shuffle the cards at the end of a shoe. \nThe House Edge    The continuous shufflers have no benefits for the player and has been dubbed the ""uncomfortable shoes"". It eliminates card counting for the skilled player and will also have a major disadvantage for the basic strategy player. It speeds up the game! \nWhen the CSM was first introduced many players felt it would probably increase the house edge. As it turns out this is not entirely true. Michael Shackleford, The Wizard of Odds did a mathematical analysis of the Continuous Shuffling Machines and found that there was a very slight reduction in the house edge. \nIn a four deck game the edge is 0.034 percent and in an eight deck game is tis0.014 percent. Before you get excited about a slight reduction in the house edge you have to realize that when the casino uses a CSM the speed of the games is increased by about 20 percent. The basic strategy player stands to lose more in the long run because they are exposing more money to the house edge. \nAs a player I feel it\u2019s a treat to visit a casino that offers double and single deck games. I would hate to see these games eliminated altogether. Even a multi deck shoe game is preferable to the Continuous Shuffling Machines. The best way you can let the casinos know this is by refusing to play Blackjack at the casinos that use a CSM for their Blackjack games"""
728,1,20120528030029Z,"""Hating for jealousy is just so absurd, though.  It makes you look like an idiot with no knowledge of baseball at all."""
738,0,20120530003930Z,"""Well Braves were bound to break out the losing streak... Nobody better to do it against than sorry a ss Westbrook"""
748,1,,"""And you are retarded."""
758,0,20120610094733Z,"""If you think the people on this site give a shit about prison guards' safety you're nuts."""
768,0,20120528114608Z,"""You are correct, they should be forcefully ejected out of Israel."""
778,0,20120611194142Z,"""*replying here to save space*\nI think I understand what you're feeling. Put it this way, as someone who is actively involved in the systematic elimination of other human beings, I totally understand how all this movie shit really aint that important in the grand scheme of things. However, I and others in a similar situation use them to decompress from that real shit, and more often than not movies help express stuff in ways only film can. It does have value.\nAnd to your hypothetical situation about the victim using faith to survive, I would recount the <i>very real</i> examples of young afghan girls getting their faces mutilated by their own family over irrational outdated customs/religious beliefs. Is it better to have faith that produces these atrocites. I don't know, I dont have an answer. Alls I know is although I thoroughly disagree with the absolute abolition of religion, its very obvious that we have to find a way to evolve our thought processes. \nOh, and as far as movie related articles are concerned, Scientology is famously a very big force in the entertainment industry, as many of the big name A-list actors follow that faith. I think it warrants discussion. And don't forget, theres a movie coming out later this year about the Hubbard, the trailer for which was covered recently here. Worth checking out."""
788,0,20120620004924Z,"""Maybe you should go back and read the second comment"""
798,0,20120612123020Z,"""M\xecnh c\xf3 kinh nghi\u1ec7m sau \u0111\xe2y. B\u1ea1n th\u1eed l\xe0m theo c\xe1c b\u01b0\u1edbc sau \u0111\xe2y xem sao:\n\xa0\xa0 1) D\xf9ng Fire Fox ho\u1eb7c Google Chrome \u0111\u1ec3 v\xe0o Google ( kh\xf4ng d\xf9ng Internet Explorer ).\n\xa0\xa0 2) G\xf5 "" anonymouse.org ""---> enter ---> click v\xe0o ""anonymouse.org"" \u1edf d\xf2ng \u0111\u1ea7u ti\xean.\n\xa0\xa0 3) C\u1eeda s\u1ed5 m\u1edbi hi\u1ec7n ra c\xf3 2 l\xe1 c\u1edd c\u1ee7a n\u01b0\u1edbc Anh v\xe0 n\u01b0\u1edbc \u0110\u1ee9c. Click tr\xe1i v\xe0o l\xe1 c\u1edd Anh \u1edf b\xean tr\xe1i.\n\xa0\xa0 4) C\u1eeda s\u1ed5 m\u1edbi hi\u1ec7n ra. B\u1ea1n th\u1ea5y ph\xeda d\u01b0\u1edbi h\xe0ng ch\u1eef ""ENTER WEBSITE ADDRESS "" c\xf3 2 khung ch\u1eef nh\u1eadt. \u1ede khung b\xean tr\xe1i, b\u1ea1n g\xf5 ""danlambaovn.blogspot.com "" ( n\u1ebfu mu\u1ed1n \u0111\u1ecdc trang BBC Vi\u1ec7t Ng\u1eef th\xec g\xf5 ""bbc.co.uk/vietnamese"" ) . Sau c\xf9ng b\u1ea1n \u0111\u01b0a con tr\u1ecf v\xe0o khung ch\u1eef nh\u1eadt b\xean ph\u1ea3i, click tr\xe1i 2 l\u1ea7n v\xe0o h\xe0ng ch\u1eef ""surf anonymously"" s\u1ebd \u0111\u1ecdc \u0111\u01b0\u1ee3c."""
808,0,20120529030208Z,"""You are really talented Channel.\xa0 Multi faceted and shit!"""
818,1,20120620180742Z,"""Sarcasm?  learn how to spell you moron"""
828,0,20120620030859Z,"""WIN WIN WIN HONEY BADGER CARRY US TO THE PROMISED LAND"""
838,1,20120527155151Z,"""buzz off you twat"""
848,0,20120620174642Z,"""This is actually a dumb idea.\xa0 So you switch one union for another and then what?\xa0 What about all other state unions?\xa0 What about CCPOA or CAHP and all others?\xa0 Apparently you do not have a clue that it is the bargaining system, not specific unions that skrew the employees.\xa0All it takes is for one or two of any of these unions make a deal that will be enforced on all employees.\xa0 Are you going to decertify all of them?\xa0 You are very naive and want someone else to collect the dues."""
858,0,20120515174911Z,"""oh and Leigh...don't you normally pick a front runner by now...."""
868,0,20120612125925Z,"""@Dieofnv Like I said: FUCK YOU.\n\xa0\nPeople like you erode press freedom, and I am going to hope for otherwise."""
878,1,20120320111220Z,"""BS. Lowe you are an arrogant prick. Beyond criticism? You deserve nothing but criticism you idiot."""
888,0,20120619171856Z,"""GaGGEDinUSA: what what killed kids are you talking about? Are you talking about Russians or about some Syrian rebels or your allies in Pakistan, Saudi' Arabia and Qatar? I do not follow you, whatever you are trying to say."""
898,0,20120529012421Z,"""Oh great, they're gonna devote time to Santino and Dbl R. FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU-"""
908,1,20120619010157Z,"""Shows what you know dipshit, Remington and Winchester aren't made in China.\xa0 I swear,\xa0elitist assclowns like you are an utter embarrassment."""
918,0,,"""eish Wenger did a stupid mistake but he will never admit it anyway.....it was good for us that the Ox was taken off and we were going to lose that match but Wenger did a brilliant Sub...Good luck guys for your 4th spot."""
928,0,20120529070441Z,"""me too! i hope they can fix this sooner.."""
938,0,20120612083222Z,"""""and Israel will die""\n\nI knew he would bring Israel in to this at some point."""
948,0,,"""From what I can see, most men like women who are physically fit.  You don't have to look like a runway model, but YOU DO need to look like you take care of yourself, eat reasonably well, and exercise.  Studies have shown (though I'm referencing information I read YEARS ago) that WM actually prefer a larger body type than WW, but not as large as BM or HM.  WW seem to want to be a size zero, while WM seem to like the athletic Swedish model body.  Anyway, I think both of the ladies above look very attractive.  However, I don't understand this fixation on having butts and thighs that are WAY out of proportion with the rest of one's figure.  That isn't attractive to me, personally.  I just don't get it.  And, seeing a HUGE rear on a small girl just doesn't make any sense.  I don't know how it's physically possible to have skinny arms, legs, waist, and still have a humongous derriere and/or thighs.  Many men like a nice-sized butt, including WM and AM (I know from experience), so a BW's full, round bottom isn't necessarily a problem for men in general.  But, MOST men (including BM) don't want a bottom that's so obese it looks like it's own planet.  Get and stay in shape for your own health and opportunities, BW."""
958,1,20120610015253Z,"""All racists like you are morons, dude! \n\nIt just happens most pit bull owners are morons too & this has even more convinced me of that."""
968,0,,"""@Dezzy11 I know they work in lots of countries, all of europe, brazil, isreal, those are just a few that i know.  I'm sure it will work in new zealand.  depending on the time of day(if they are not at school) you will receive the server information with in minutes."""
978,1,20120320100514Z,"""I told you before you poor excuse for a human being not to respond to my post but you don't listen.\xa0 You are ignorant, you pathetic piece of feces.\xa0 I hope you\nget what you deserve in a fatal accident soon...."""
988,0,20120620160300Z,"""Just a thought. About those unwinnable, illegal wars. If they were illegal wouldn't you think Bush and Cheney would have charges brought up on them by now? Fact is they were on the level its just another example of the liberal media getting alll you liberals wound up tighter than Dick's hatband. Just like little wind up toys, get you started and away you go! \n\nIt's time to start thinking about Impeachment of the Dope Head in Chief."""
998,0,,"""I'm not saying I agree with that nonsense. \\xc2\\xa0Like I said, I don't understand it, nor would I want to live in a city like San Francisco for that very reason. \\xc2\\xa0But that doesn't mean they don't have a right to live their life the way they want to. \\xc2\\xa0Who am I, or anyone else, to tell them how to live their lives? \\xc2\\xa0I know one gay person, a relative. \\xc2\\xa0And he's the kindest, most giving, sincere person I've ever known. \\xc2\\xa0When I hear comments from bigots like 2012Skeeter, it makes my blood boil. \\xc2\\xa0"""
1008,0,20120612135555Z,"""Fucking BullShit!\nHow do you have a seizure, hit a car, then get out and speak to the other party and drive off, also hitting the same car, just to have another accident?"""
1018,1,20120609181942Z,"""No you are a corny dumb ass."""
1028,0,,"""Whaaaaaat?\\xc2\\xa0 Excuse me while I puke............."""
1038,0,20120528124705Z,"""I agree, I'm just being sarcastic."""
1048,0,,"""He used to be like, 100st himself..."""
1058,0,20120619225839Z,"""How can a porn-star compare herself to the Vi9in Mary."""
1068,1,,"""OH YOU\\xc2\\xa0sit down and SHUT THE FUCCCK UUUUP you mental retard! What the fuck do you know retard??? I hate people like you!! Why dont you go get violently killed in a car accident you fucking retarded dick headed bitch mother fuckin ass hole?!!!!!!!!!"""
1078,1,20120609173456Z,"""@berethor099 Go ahead and try, dude. Go - fucking - ahead."""
1088,1,20120609210616Z,"""You are a pig."""
1098,0,20120620014816Z,"""Awesome font and color on your card:)"""
1108,0,20120529233847Z,"""I don't go to the woods this time of year, to hot, too\n\xa0many chiggers. I stick to shore until it cools off!"""
1118,1,,"""How stupid are you? Do you realize that many women take birth control pills for many reasons besides preventing pregnancy? Educate yourself,fool."""
1128,0,20120530010711Z,"""Tampa is loosing also. They may give us yet ANOTHER break!"""
1138,0,20120612123131Z,"""Please use your search engine before you look any dumber.\xa0 or just go straight to the police information so far. . ."""
1148,0,20120612010436Z,"""Crap, your ChicK as got a run."""
1158,0,20120619194931Z,"""Obama is working as fast as he can."""
1168,0,20120609235117Z,"""this is getting very silly...headline MY RACE HELL...a tad dramatic..."""
1178,0,20120529083811Z,"""I've come to discover that actually know the name of an official can mean nothing good."""
1188,0,20120610003130Z,"""So you think Cigar Willie Clinton will help obongo win? Balack Obongo \nhas learned his lesson too late. You cant trust a fuckingliberal. Just \nlike you cant trust a liberal troll commenter."""
1198,0,20120620154635Z,"""""The great problem with trying to make yourself stupider than you are is that you often succeed."" --from the Magician's Nephew (if memory serves..)"""
1208,1,20120618231138Z,"""Answer: Yes. No. Yes. Are you retarded? Meh. Nope."""
1218,0,,"""@NotBornEveryMin http://www.youtube.com/watch?v=D6GE0WXZwX4\\n\\n """
1228,0,20120528185339Z,"""Och vad \xe4r den reella skillnaden mot p\xf6beln d\xe4r mer precist?"""
1238,0,20120611183318Z,"""So you don't actually care about making women feel welcome as part of your professional community, which is generally impossible for a woman living in a sexist society to do (this one) when attention is being drawn to how her colleagues see her as a sexual object. Why don't you just admit it and be honest? I would feel really refreshed if someone like you said, for once, ""We don't want women in our field."" It would look stupid and ridiculous -- since why would you throw away half the available talent just because you want to sexualize everything? -- but then we could actually discuss the real point instead of derailing, dismissive, prevaricating, and dissembling discourse of which this one is an excellent example."""
1248,0,20120529014837Z,"""Been there, done that, got the shirt.\n\nPosting here is part of the counseling for my parole.\n\nThanks for caring though."""
1258,0,20120612052957Z,"""laptop retina displays are not for cheap people"""
1268,1,,"""lol i diot we used your money lol what a waist of DNA you are."""
1278,0,20120619194823Z,"""You, Sir (Juan Williams), are doing ""irreparable harm to the Court's reputation,"" by calling into question its integrity before a decision has been made. \xa0Moreover, it is shameful that the two Obama Justices are not standing up against criticism's like yours. \xa0Shameful? \xa0Political arguments and congressional vote counts should almost entirely no bearing on the Court's decision-making. \xa0I would expect more from you, Juan."""
1288,0,20120609230518Z,"""The people trying to say legalize all drugs are who the news agencies use as example to why we shouldn't legalize pot.\xa0 They hurt the cause more than they know."""
1298,0,20120529044908Z,"""Who cares, both groups are equally nuts."""
1308,0,,"""he was 10 i hope u burn in hell ricky preddie 5 years and 1 ear is not enough\\n\\n """
1318,0,20120619020245Z,"""HO! HO! HO!\xa0 Pedigree him HHH"""
1328,0,,"""@christopher_m @jakesnake99 i thought he'd end up being a top 5 PG..  just not right away haha"""
1338,0,20120529224220Z,"""Singing ""On the road again..."" lol"""
1348,1,20120619151033Z,"""Oh CJ, Cj, Cj, you fat ugly bitch! Its just so funny how much you NEED us! You need us to tell you that your husband would rather fuck a barbed wire covered glory hole than touch your 53 year old moldy vagina. You need us to tell you about the health problems your poor children are going to suffer thanks to your fast food and brownie diet. Poor tweenie is going to be teased in school for being tubby. You need us to tell you how stupid you are to go off of a fucking car thermometer to determine the outside temperature and then compare it to a fucking tropical climate state like Florida. How the hell do you function in life? Oh wait, you dont. You sit your fat worthless ass at a computer all day ranting about gay marriage. I hate to break it to you but I guarantee your darling son Sam is going to grow up to be the butt pirate you so hate. What are you going to do then? Throw a bible at his head? It wont knock the gay out of him! Even worse little Sara is going to grow up to be a......LIBERAL! Gasp! Oh nos! So your tweenie is going to be a fatty, sammy a gay, and sara a tree hugging hippie! Looks like your ""christian"" mothering sucks and you should try another route. Might I suggest getting the FUCK OFF THE COMPUTER and going to spend time with them?"""
1358,0,20120609220321Z,"""I don't agree with that either; Melissa I am born and raised here and I have seen first hand how this department and the judicial system work hand in hand. Mr. Small as you so elequently put it is a drug dealer but a majority of the upper class around here are; I could name a few but I won't we are profiled because we are not supposed to have nice things or money point blank...."""
1368,0,20120611175943Z,"""These descriptions of Zama might as well be SHAPE HS.\xa0 The same divisions, nastiness, weak leadership in both the principal and the new assistant principal are as evident in Mons as in Zama.\xa0 After Ms Fitzgerald cleans house in Zama, she should head directly to Belgium."""
1378,0,20120619133838Z,"""NO, NO, NO. The intention does matter. Outrage can't be justified by itself. The ignorant thing is the outrage, not the design. That goes for the Star tee and these shoes. People somehow got the idea that any outrage they can grow, is somehow justified just because they 'feel' it. Fuck that, let me wear shackles and stars and whatever else I want to. It's not killing anybody, it's not even fucking\xa0referring\xa0to whatever you want to feel outraged about. Please end this tsunami of holy outrage."""
1388,0,20120515163121Z,"""I'll betcha $10K you won't get your money back..."""
1398,0,20120620123115Z,"""That is because you are not a fan. Go watch the Heat with the rest of the bandwagon jumpers in this town. So very sad."""
1408,1,20120620135831Z,"""Your an idiot"""
1418,0,20120612144249Z,"""I find it funny how some fans are more worried about whose better or how many albums they sell instead of just enjoying the music. Some fans need to get their  priorities straight."""
1428,1,20120529131117Z,"""@TeeBooWa\n\xa0HAH YOUR'E ONLY 14? FPFF AND YOU TELL ME WHAT TO DO? I'M WAAY OLDER THAN YOU WHO YOU CALLING A BITCH AND A FUG? YOU DOUCHE BAG BITCH I WANNA PUNCH YOUR EYEBALL OUT AND KILL YA FUCKYA"""
