,Insult,Date,Comment
314,0,20120611221913Z,"""Its Black Goo fucked into Space Jockeys that causes xenomorphs. \xa0Thats why they have similar Giger bodies. \xa0 doesnt need to be two crazy coincidences to set up prometheus xenomorphs and alien xenomorphs."""
324,0,,"""I don't watch the brain numbing Eastenders, but have always had a thing for Nicola Stapleton...............I would! """
334,1,20120503042134Z,"""Flagged, you're a real dick."""
344,0,20120619225512Z,"""It looks these teabaggers are going to pull out all the stops for 2012, doesn't it?"""
354,1,,"""Soooo, what you\\'re saying is that YOU were a bully then, and you sound like one now.\\n\\nWith a name like ""klanman"", you must be a member of the KKK.\\n\\nAfter looking at your profile and reading some of your posts, you seem to be a vile, pathetic loser full of hate. \\xc2\\xa0Your mother must be real proud."""
364,0,,"""@Dan_tm@noBjustRyan what are you protesting?  same thing as me?"""
374,1,20120620110522Z,"""Hey right winger ""just4thefax"", immigration isn't a ""wedge"" issue, it's a POLICY issue.\n\nGet a clue, moron."""
384,0,,"""So they send a guy to blow up a tree and his own leg? Geniuses."""
394,1,20120528222612Z,"""I'm sure dumb-asses, like yourself, will be trolling full force under our next President...Romney.  What does ""boyhollow"" mean...or do we want to know?"""
404,1,20120502200449Z,"""You're a bum"""
414,0,20120619210925Z,"""Be careful what you say. Your comment has to be approved now by unelected hypocrites in Washington."""
424,0,20120527185914Z,"""You'll be not waiting foerever."""
434,0,,"""We are creating another whole segment of society that will never work again by extending unemployment.\\xc2\\xa0 Who even would hire someone who had not worked in 2-3 years.\\xc2\\xa0 After 2-3 years most people are unfit to work mentally.\\xc2\\xa0 The real hustlers went out and got a job, even if it was less than what they were used to.\\n\\nDo you people hear the roar!?!?\\xc2\\xa0 Our country is rushing towards the waterfall!\\xc2\\xa0 Look at what is happening is Greece!\\xc2\\xa0 What makes me mad is obuma may not be able to stop us from going over the falls but he could cushion the blow yet all he thinks about is getting re-elected!\\n\\nNot much time left for us!"""
444,0,,"""Because of biblical prophecy, which speaks of two distinct camps emerging within the Middle East in our day, we know a divorce is coming between the two.\\xc2\\xa0One camp is prophesied to be led by Iran, the other to include Syria. These two are destined to play very different roles in the sequence of end-time events that lead up to Jesus Christ\\xe2\\x80\\x99s Second Coming. Syria is the keystone of the pro-Iran axis. Weakening the Assad regime, to say nothing of its collapse, would be a blow to Iran, Hamas and Hezbollah.\\xc2\\xa0 Syrian opposition chief has already pledged to cut military ties with Iran should he come to power.\\xc2\\xa0 It is God, the God of Abraham, Issiac and Jacob who is lining up all these chess pieces, not our feckless government or the UN.\\n"""
454,1,20120609163631Z,"""Do you feel less sorry now that you made us realize how stupid you are?"""
464,1,20120620154546Z,"""You're a fucking joke."""
474,1,20120609184751Z,"""FAGGOT ARE NOTHING BUT FILTH.  THE ONLY THING I AGREE WITH THE MUD-SLIMES ON.  STONE THE F I LTHY FAGS  TO THE DEATH,.  NUFFFFFF   SAIDDDDDDDDDD"""
484,0,,"""Jesus just told me you're probably gay and love come more than this priest. """
494,0,20120528151425Z,"""God bless you, Sir!"""
504,0,20120610022712Z,"""Well guys, it has been fun. I enjoyed the friendship (really needed it) even if the Royals proved once again a disappointment."""
514,0,20120620141458Z,"""@Nonstopdrivel\xa0\nI just signed up for some new Cent-ipad program they're starting."""
524,1,20120611071318Z,"""Weak ass nigga doe. You can hit a weak bitch, and not even defend yoself against another strong bitch (although it was an awefully big ass strong ass bitch) but so what!"""
534,0,,"""I'm a strong woman, not a 'strong black woman' I won't be doing everything all alone... Why do you think men are here? ... To get things from the top shelf and open jars. I'm cautious of everything I do, because their are some things that can be prevented."""
544,0,20120530144254Z,"""Les.Grossman.\nPacker fans are butt hurt, that's why.\n 2 minutes ago"""
554,1,20120502221920Z,"""just go away because you get dumber by the day. You probably even foegt where the subject began dumb dumb"""
564,1,20120529202458Z,"""He guilty you ignorant azz! He doesn't have to worry about it anyway because he'll never be in the hall of fame"""
574,0,,"""Washington's state legislature is about to approve same-sex marriage.  Supporters here anticipate a referendum vote this fall that will attempt to repeal this law.  Despite being the only state where a referendum to repeal (same rights as marriage) domestic partnership, the outcome of this vote is uncertain.  As one of the few states that already have all marriage rights granted to domestic partners, yesterday's decision could add to the basis for overturning such a referendum in federal court."""
584,0,20120530092711Z,"""Closed courts are going on up and down the country... more widely used in family courts to hide state kidnapping of children....\nPlease look in to state kidnapping you will be surprised by the large number of allegations and widespread cases."""
594,0,,"""\\xc2\\xa0You obviously have NO CLUE who Ronald Reagan was----you pathetic ignorant puke"""
604,0,20120609224807Z,"""Plants also have a right to life!\nDon't kill or eat the vegetables!\nThey are living beings!\n\nAnimals have souls!?\nProve that scientifically beyond any doubt!\n\nHumans have souls?!\n\nProve that scientifically beyond any doubt!\n\n\nLMAO!"""
614,0,20120515132206Z,"""If <i>both</i> of you are dirt poor."""
624,0,20120611185206Z,"""Put them on the line... (I smell a rat)."""
634,1,,"""Like I said, I liked the VIDEO! Not the song...obviously your mama is a DUMB OLD BITCH! She didn't teach you the first amendment?\\xc2\\xa0\\n\\nRoman Darling...Soft ass nigga... hahah!!!!"""
644,0,20120515162313Z,"""Are you insane?"""
654,1,20120529201428Z,"""Some of the comments I read here are so-so lame.  White people just want the world to be so fair now.  But over the course of their hundreds and hundreds of years of opression, death and fear it was ok.  American White people hung people cut off their private parts and took pictures with their kids and family around these dead bodies singing in the wind (a truly sick mind state; your kids). They created tricks and illegal laws and rules to get ahead in America for hundreds of years; they raped and killed destorying families and now because a person makes a choice to go to all black school where a teacher ca see a black student for themselves, or gets a interview when a white doesn't its reverse racism. WHITE PEOPLE until you lived another's history stop crying and get off your high horse!"""
664,0,,"""Yep, Croatians coming to a house, shop, hospital, school and DSS office near you soon."""
674,0,20120530140811Z,"""why send? when you can set their own off as it sits in pre launch. Now\xa0thats\xa0a bang for buck the taxpayers can't complain about."""
684,0,20120530034637Z,"""They're saying it could be an ACL tear"""
694,0,20120612130231Z,"""I think you'll find its her money now."""
704,0,20120620181518Z,"""who the fuks knows wats going on in space when we dont know wats going on in area 51"""
714,0,20120528021118Z,"""Mine came from\xa0Chihuahua, allegedly."""
724,0,20120612131351Z,"""Eh, Billy Joel's not a bad guy. Music's fucking awful, of course."""
734,0,20120529160322Z,"""Are you newcomer to this world?"""
744,1,20120609212855Z,"""its comedy u fuckin hater. nigga prolly is smashin her off camera"""
754,0,20120529213629Z,"""Ha ha I love reading about your picks - seriously I was going to do it this time but couldn't get my picks in on time - I was out of town all weekend at my daughter's college graduation but I'll try to get in on the pool action at Wimbledon, good luck everyone and remember Nole rules!"""
764,1,20120620133027Z,"""And you're not a racist, are you.  What a joke you are."""
774,0,20120620144727Z,"""Who are any of us to say who is or is not trustworthy to hold nuclear weapons? Especially Israel, or more precisely, apologists for it like yourself?"""
784,0,20120620151631Z,"""5-31 CNN poll ""Please tell me whether you agree or disagree that each of the following candidates has the personality and leadership qualities a president should have.""\n\nRESULT: Obama 60%, Romney 51%. \n\nhttp://www.politico.com/news/stories/0612/77009.html"""
794,0,20120620143156Z,"""how do the towers connect to the bottom pentagon?  Since it's not flat..."""
804,0,20120611195512Z,"""It's sad how utterly uncool the proglodytes have become in four short years"""
814,0,20120610073440Z,"""One day you'll let your child eat lights naked? You are one sick puppy"""
824,1,20120619060001Z,"""your ignorant as fuck.. black people been skateboarding for a long ass time.. stop looking for lil wayne to set your trends"""
834,1,20120609163517Z,"""AlenLemone - Anyone intelligent reading your comment could only come to the conclusion that you have mental issues, to say the least. Either that or you're simply a biased russian."""
844,0,20120515230553Z,"""Yes you are!!!"""
854,0,20120529005945Z,"""Demoralized is the only word i can think of if a current soldier is reading these comments."""
864,0,,"""Schmeichel had some horror shows of his own in his first season, and went on to become one of the best (if not the best) EVER, plenty of time for De Gea to shine !"""
874,0,20120514051232Z,"""no - you are."""
884,0,20120529190541Z,"""A thousand US troops died in the Sudan?  I don't think so."""
894,0,20120527214359Z,"""If you expand to more than 12 then go to 16 and have 4 team pods.  I would add Georgia Tech and Virginia Tech for the SE pod.  ISU, WVU, Louisville and ND for the NE pod."""
904,0,20120609223327Z,"""Ohh, so you're a W.Bengal commie then, are you? No wonder you talk like such a sick nut. You people are at war with reality, and even Lefty Mamta is a sanghi to you. Pathetic. Haha, no wonder you fear a pro-development guy like Modi."""
914,0,20120527173211Z,"""He still played. he didn't say that much. And obviously the Heat reserves are going to lose that either way. It is when Lebron and Wade are playing this post season that the celtics need to worry."""
924,1,20120609203038Z,"""Wait you said though that your country was the nice one in the world- how bout you take that food from your dog and help feed the population of the world because i thought america was great right, they always try to use theor ethics- apparently not because losers like you are selfish andignorant"""
934,0,20120611163852Z,"""Yes, but very few structures have actually burned in this fire.\xa0 The issue is the forest itself.\xa0 We're talking millions of acres of dry forest in an area so mountainous that a very high percentage of the land is not accessible to vehicles.\xa0 This is part of what would be a normal natrual cycle, if it weren't for beetle-kill trees and below average (and the average is minimal) precipitation.\xa0 In the meantime, we've got smoke over a major city with flames approaching.\xa0 Plus, this is watershed of the South Platte, the most heavily worked river in the state, and fire-damaged areas wreak havic on water quality and precipitate flash floods."""
944,0,20120609210927Z,"""Nope..your maths!..its 159 played with 16 draws., and Glenwood can be thankfull for the draw. Maritzburg College where the better team on the field on the day."""
954,1,,"""Listen you fucking wanker -- we approve all comments, so long as they are not inflammatory against a type of people. We censor blatant bigotry. But little dickwrinkles like you calling me a pussy? I'd never censor that. Look at other posts...people have wished AIDS on me dude, so...I've heard worse fuckhead.That said, if you have to sleep with a woman in her 60s, then that's pretty sad, dude. Try dating girls your own age. It's kind of weird you're into way older chicks. You might wanna rethink hugging your own mom when you have a boner going forward.Plus, I have had more ass than every male in your entire family line -- with their fucked up teeth and small dicks -- has ever seen. Just a point of clarification, you bucket of cunt slop."""
964,1,20120611000207Z,"""Fuck you Fred"""
974,0,20120612123722Z,"""U Thurley may be a consenting adult, but it worries me what a bigot like him/her consents to."""
984,0,,"""@SRQDawgs15 @TheLadySportswriter Some of the opponents scoring were Touchdowns that Murray threw to their Defensive backs or we gave the opponents really short fields.\\n\\n \\n\\nI am not saying UGA doesn't have great talent on both sides of the ball.  However, the consistency on offense is missing.  The short dump-off passes are missing. And, obviously our running game and O-Line play were missing.  However, the boneheaded CT runs up the middle, the flat footed draw plays, and the fumbles at critical times by Murray and the pick 6's had to demoralize our young defense.\\n\\n \\n\\nPersonally, I would like to see us never get behind in a game and to win every game by 3 touchdowns.  Please forgive me if I am asking too much."""
994,0,20120528192926Z,"""nope, Mets will be fine, they have held it together so far and played admirably"""
1004,0,20120610131610Z,"""""you'll HAVE to delete comments because i make your posts look like crap.""\n\nYou mean make ALL YOUR comments look like crap.\n\nYou're only embarrassing y o u r s e l f, mate."""
1014,0,,"""santorum is the only real conservative running.\\xc2\\xa0 \\n\\nAs to the occupiers..... what a bunch of selfish, spoiled brats who are morons. What have these occupiers accomplished / anything of real value.... let's see, murder, rape, robbery, vandalism, created a huge financial burden for the local taxpayers(clean up their messes) even child neglect/endangerment as been reported...\\xc2\\xa0 great accomplishment !\\xc2\\xa0 Mom must be so very proud. Lost all credibility."""
1024,1,20120610012252Z,"""the same with write people . every one do some drug in there life ok not all black people is drug addict so i would like you to stop hating on blacks ok you prick . have some respect for him god know y he do what he did ok have a bless night u prick"""
1034,0,20120609205014Z,"""Everyone has something to deal with. Some are ugly, some are dumb, some have crooked teeth, some voted for Obama."""
1044,0,20120530142713Z,"""Dude - it was a satire ENGLISH newspaper, called the Daily Squib that made that up.\n\nSatire means joke."""
1054,0,20120529030104Z,"""You are right"""
1064,0,20120530024732Z,"""Spurs 80- OKC 66 3rd Q 3 min left"""
1074,1,20120619204911Z,"""Evel dick gets my vote James R is a very creepy looking ""man"" Mr Rogers look alike plus he whined like a little bitch when Janelle destroyed ""him"" in the OTEV POV comp"""
1084,1,20120529172614Z,"""sgboy,get back to your cot,I hear your parents calling for you."""
1094,0,20120619040251Z,"""YOU HAVE A BEAUTIFUL BODY. What's wrong with a man looking at a woman with a beautiful body ESPECIALLY NICE HIPS? If I'm stalker for that then every dude I know is a stalker as well."""
1104,0,20120515164147Z,"""His poor mom...she seemed pretty cool. How the fuck did a person so nice end up raising such a cunt?"""
1114,1,20120620013234Z,"""You certainly come off as an arrogant s.o.b.  Your right ends when the safety of others begins.  I don't give a rat's arse THAT you hunt, but keep your bullets along with your second hand smoke away from me.  Sheffield Village is a sprawling area and you are living in the past.  YOU, sir, may have to find a new piece of hunting paradise to fulfill your desires.  As far as history goes, tyhe Indians hunted all over.  Places change.  Get with it or get out!"""
1124,0,20120529051156Z,"""Where do you find time to record an album when you're on trial for murder?"""
1134,0,20120612040248Z,"""Hey, when you are in public or on the internet, you cover your private areas with clothing. We don't want to see porn, and that includes your butt."""
1144,1,20120503034615Z,"""You know, it is so easy to talk shit about this, you know nothing about what he was going thorough in his life, so fuck off!"""
1154,0,20120618232602Z,"""You shit me not.  What's that all about?"""
1164,0,,"""Is that why your head smells like Obamas-ass?"""
1174,0,20120610042435Z,"""Yes, they are-hope you are feeling better.  TIME HEALS EVERYTHING-no matter how many folks say this to you and no matter how much you think your life is over...it's not and it will.  HUGS"""
1184,1,20120320161748Z,"""You are an IDIOT!!!"""
1194,0,20120612095155Z,"""VIVA mi odpisa\u0142a, \u017ce klip b\u0119dzie emitowany jak tylko otrzymaj\u0105 emisyjny teledysk."""
1204,1,20120610002614Z,"""try speaking in correct english as well. what dummies are on here today."""
1214,1,20120527201228Z,"""Nice use of vulgarity attached to a teen; you have real internet muscles. Nice racist screen name too, if a male you fit the bill as a female nick-name. Disgusting; no way that you are a patriotic conservative."""
1224,0,20120612000156Z,"""NobodyKnows,\n\nfrom your mouth to God's ear.\n\nyours, satx"""
1234,1,,"""F uck off loser colon cowboy. Go back to your boyfriend's filthy, dirty, hair, bacteria infested ass hole and hope that when you pull your c ock out it's not too brown. Or does someone else's s hit on your cock turn you on. You and your type are sick, disgusting perverts."""
1244,0,20120611204736Z,"""If your IQ was equal to the room temperature, you'd be living in a refrigerator"""
1254,1,,"""GO-AWAY GO-AWAY GO-AWAY YOU DIRTY SLUT"""
1264,0,20120620022123Z,"""Disappointed by the casting of the role of Maleficent! I had hoped that it would go to someone better other than this homewrecker!\n\nI certainly don't like it when the bad guy is deeper than we thought! \n\nJust because you show a story as to how a person became evil (such as in this case Maleficent or Wicked) doesn't make them any less evil! Idiots!"""
1274,0,20120620102704Z,"""Not cured yet..I just uploaded a picture about six hours ago and posted a video...I'm just a little confused as you are posting on a page full of my progress for the past 16 weeks...but to answer your question, no I am not cured as of today."""
1284,1,20120619204225Z,"""More grammatical errors, Vicky<2. You're on a roll today. You are so stupid..."""
1294,0,,"""Iain Duncan Smith is clearly a dangerous sociopath and should be vanquished from politics asap."""
1304,1,20120530111544Z,"""jonx,\nYou are crazy, just plain crazy."""
1314,0,,"""Lisa, I think this was the most touching and powerful pieces I've ever read of yours.  My heart goes out to all those women battling cancer, their families, and all the families who cannot afford medical care in our country-  The land of the free, home of the brave."""
1324,0,20120609173224Z,"""Under what circumstances do increasing public employee's benefits stimulate the economy?"""
1334,1,20120320102523Z,"""tamrabam. you are a moron. I assume you vote labour. were you there, no , so shut your gob. \xa0Maggie had the balls to kick them out in no uncertain terms, non of our current leaders would do that now."""
1344,0,20120612000859Z,"""I am incompetent enough to fiscally to work for the worst PM in Canadian history hahaha!"""
1354,1,20120611195525Z,"""Dickhead will just copy and use it, don't bother. We know Rooster is all mouth and no balls."""
1364,1,20120620031513Z,"""I pull nothing from you, Hanni. But, keep parroting me, in lieu of thinking for yourself. It will at least make you sound a little smarter than you really are."""
1374,0,20120610195638Z,"""Maybe, and if so they are\xa0 thieves as well. \n\nIt makes no sense to bitch about the quality of the item you are stealing. If they were that shitty, I expect they would not be stolen."""
1384,0,,"""OK - so where am I going wrong wanting an ""Earl Campbell""? If someone like that were available/"""
1394,0,20120612002851Z,"""doughty should just be called the towel cuz i was think i have to clean something when i hear his name"""
1404,0,20120610043024Z,"""@avclub-68c81a145181a6b3092221895a3fd1a9:disqus\xa0\n\n..."""
1414,0,20120611185221Z,"""@rafaelinho10 ya right that shit is pathetic. Its the same software as 6 years ago. Apple adds a few features, most of which could be done by downloading an app, and you isheeple cream your pants. Man it would suck to be as narrow minded as you all lmfao"""
1424,0,20120502172301Z,"""<b>""MEET MY DEMANDS AND THE ANIMOSITY BETWEEN US SHALL BE OVER! YOU MUST OBEY BECAUSE I AM THE GREAT AND POWERFUL JOHN FROM BERKELEY""</b>"""
1434,0,20120611205718Z,"""gulfstream69: We have many social nets for people and if you're not taking advantage of them during tough times and claim to be 'poor', you are just stupid.\xa0 Poor are people in the slums of Indian or the Sudan.\xa0 Amerians don't understand the true meaning of poor."""
1444,0,,"""Truths? Are mine the same as yours?\\xc2\\xa0 Speaking the ""truth"" often involves hurting peoples feelings.\\xc2\\xa0 For instance if I were to state I believe homosexuality is a chosen life style unlike being born a racial minority.\\xc2\\xa0 Or if that I believe that that chosen\\xc2\\xa0lifestyle is amoral and perverse, not far from the vestiges of pedophilia, bestiality, or nechrophilia.\\xc2\\xa0 And, it\\'s got absolutely nothing to do with religion.\\n\\nNow there\\'s a whole pile of truths for you.\\xc2\\xa0 """
1454,0,20120620163756Z,"""@YinzerinCT\xa0That took me about 2.76 seconds"""
1464,0,,"""@hamm5 @DawgJamFan I\\'m not sure their is a ""prototype"" build for the rush OLB in Grantham\\'s scheme.  It is basically whoever can get to the QB best.  I think Jenkins definitely projects outside as well as Floyd.  JHC could definitely play outside, but I think he is the only one in this class who could also lock down the inside as well."""
1474,0,,"""Once demtards figure out how many HoHo's are appropriate for a public vending machine, republicans can lead this country once again. Then the demtards can go fantasize about making the.cock they suck their husbands. Sissyboys!"""
1484,0,20120611205429Z,"""However your language is offensive."""
1494,0,20120530024436Z,"""Top scoring team, against the top defensive team....bring on the Finals!!!!!!"""
1504,0,,"""I\\'m single, and but when I haven\\'t been, I was with guys who regarded Valentine\\'s Day as a ""card holiday,"" even though they never even got me so much as a card.  It makes me sad when I think about that.  But I realize now that while romance is nice, I have a wonderful daughter who loves me just the way I am, and we\\'re going to take the day to have some fun (and I\\'m planning on making her some cupcakes and buying her a little present, too) and appreciate the fact that we have each other. :)"""
1514,0,20120620003342Z,"""I went to see the Grateful Dead there on acid a few times years ago and I never fell. whats the deal with this new younger stupider generation of clean cut short haired yuppie non drug users who fall and die?"""
1524,0,20120610001326Z,"""Not if you are on a mobile device."""
1534,0,20120515162020Z,"""Larry Sinclair, come out, come out, wherever you are?"""
1544,1,20120515233649Z,"""id kill you if you were here. not because im a ""gangsta"", but because i hate you. f*ck you."""
1554,1,20120609174939Z,"""Tom, you are an idiot on. You suffer from whitmenitis, aka, you find it easier to blame others for your mediocre life achievements. Truth of the matter is, you simply do not have much to offer."""
1564,0,,"""who cares what Chelsea does?"""
1574,1,20120515222936Z,"""Spelling mistakes? like i said, Ignorant Asshole.\xa0 So go put your butt plug in and shut your mouth..... HAHAHA estkill16, i see your getting roasted on here already,  i see your bios, a lil homo from Detroit whose moms a whore haha i wonder whose got the bigger mouth...."""
1584,0,,"""All of Congress is a joke, bash em all, they all suck...thankfully we can change things around with anew POTUS.  Bring on November"""
1594,0,20120529044454Z,"""Obviously you have never been there"""
1604,0,20120515230929Z,"""Man why can't this be longer? They are fucking hilarious together. Loved this. Best ""interview"" so far for sure."""
1614,1,,"""Look here, cunt. I hope you get raped by the devil. I hope you get cancer, and experience the most absurdly horrible pain a human being can feel. I hope Rick James slaps you right in the fuckdamn mouth. Then, after all of that. I'll walk right up to you, and shoot in the fucking throat.\\xc2\\xa0"""
1624,1,20120527154016Z,"""LETS START BACK UP WITH THE LIBTURDZ AND TEAA TARD NAME CALLING"""
1634,0,20120610052846Z,"""pussy ass hole movie chatta ra pawan hit ivvaledani edo cinema gabbar singh chusi frustration lo inka medata hit istado ledo ani gs bagundi antunnaru movie worst panja 100% better annavaram 1000% better than gabbar singh"""
1644,1,20120527155131Z,"""Buddy you sound like a complete clown on here running your mouth"""
1654,0,,"""@Lestatdelc@The_Godwhacker You're commenting using pure stereotypes and ignorance.  First of all Obama has surged thousand of troops into Afghanistan, killed US citizens without a trial and passed a law that would allow indefinite detention of US citizens.  Sounds like perpetual war to me.\\\\n\\\\n \\\\n\\\\nSecond of all, Ron Paul is for bringing all our troops home and closing all our foreign bases.  So, when you say he voted for perpetual war, your not looking at his legislative record.  Ron Paul is known as the most anti-war politician of either party.  So, next time you decide to write a comment, do some reading before you put your foot in your mouth because you've made yourself into a completely ignorant as.....   Uninformed people like yourself is the reason this country is such a mess.  You don't have the slightest idea of what you're saying. \\\\n\\\\n \\\\n\\\\nI ask, when will this wave of perpetual idiocy of voters who have the memory of a two year old and vote based on the latest campaign speeches and smears without checking a candidates legislative record?"""
1664,0,,"""\\n\\t\\t\\n\\n\\t\\t\\t\\n\\t\\t\\t\\t\\t\\n\\n\\t\\t\\t""Obama\\xe2\\x80\\x99s budget calls for pay raises; federal workforce size would remain flat""http://www.washingtonpost.com/politics/obamas-budget-calls-for-pay-raises-federal-workforce-size-would-remain-flat/2012/02/13/gIQAyEiDDR_story.html\\n\\nFor the Obama puppet followers out there.\\xc2\\xa0 His intention is for the incremental collapse of our economy and sovereignty by spending us into oblivion, then folding us into a global governance and monetary system.\\xc2\\xa0 The idea behind giving federal ""workers"" a raise, is purely a vote-whore tactic.\\n\\xc2\\xa0"""
1674,0,20120618205345Z,"""It's no big deal, unless you are a person who appreciates human decency."""
1684,1,20120611200601Z,"""You are better suited to use a dumb phones. No point of you using a smart phone."""
1694,0,20120530140215Z,"""and you point is?"""
1704,0,20120610153157Z,"""Middle class wages reached their peak in the mid-70's while Nixon was President. Reagan was the first President whose term marked the decline of the middle class."""
1714,0,20120618193057Z,"""I like the pictures.\n\nYou know she just wants to ask, ""Are you fucking retarded?"""""
1724,0,20120530024801Z,"""I dont think you will.  If the Kings win the refs will get blamed for it."""
1734,0,20120529172244Z,"""You don't control who replies to any comment posted here."""
1744,0,20120611200137Z,"""Don't be fooled....the girl is American\nVan Jones is an avowed communist and the other white guy following him up is an idiot....an unemployed idiot I think."""
1754,1,20120620174615Z,"""Drago, you didn't buy Usher's album? You are obviously racist then. You won't buy a black artist's album because you don't like black people."""
