,Insult,Date,Comment
272,0,,"""Its going to be difficult to lose weight in 7 days. Honestly, most of the weight that you'll lose is going to be water and maybe a little bit of muscle and fat if you are very careful with your calories. You can also be certain that you'll gain it back again once you get of the diet. I'd recommend that to take it slow and easy so you can see the long-term benefits. \\n\\n \\n\\nI've personally lost 180lbs since Dec 2009. My blood pressure was 160/110, now its 120/80. My cholesterol was 256 mg/dL, now its 176mg/dL. I'm no longer Pre-Diabetic and I'm in the best shape of my life. It wasn't easy but I can say that everyone can do it if they have the right program.\\n\\n \\n\\nIf you're interested in my story please head over to Zdiets.net\\n\\n \\n\\nCheers.\\n\\n \\n\\nRyan E. Parker"""
282,0,20120620140508Z,"""Oh please, spare us your fantasies."""
292,0,20120612015926Z,"""@hockeybelle\xa0he is so wrecked physically right now. \xa0THere's definitely something wrong with him. \xa0You can't really use the ""lazy"" excuse anymore because he was pretty great for most of the playoffs"""
302,0,20120529202818Z,"""Tabby\nJHay\nCutch\nEl Toro\nPgh Kid\nGFJ\nHit Collector\nCB\nGround Chuck"""
312,0,20120619054952Z,"""The guys cutting down our tree said they would cut another tree down for a carton of beer. Haha typical tradesmen."""
322,1,20120529132610Z,"""Hang on, Eduardo, what's your home address? i'll come forcefully kick \nyour door down, take over your house, if you try and kick me out, i'll \nseriously physically harm you, because as you pointed out, right to self\n defence!! I hope you realise how retarded your argument is, truely!"""
332,0,20120528194144Z,"""Joyce should be in RF.... Zobrist should be at 2B.... Rhymes shouldn't be playing."""
342,0,20120502153803Z,"""@thebaskett\xa0\nCool. \xa0How the fuck are you and how do you grade the Vikes' draft?"""
352,1,20120610090839Z,"""suck a dick pussy ass nigga bitch!!!"""
362,0,20120618201347Z,"""we should HOLD Holder at GITMO until he comes clean."""
372,0,20120528173629Z,"""Islam Vs. Judaism: \xa0\nIn 2007\xa0Islam and Judaism's holiest holidays overlapped for 10 days.\nMuslims racked up 397 dead bodies in 94\xa0terror attacks\xa0across 10\xa0\ncountries during this time... while Jews\xa0worked\xa0on their 159th Nobel Prize."""
382,0,20120620013103Z,"""@AleisterHyde The catch-phrase refers to the size of the force, easy to understand\xa0 unless you are not an idiot."""
392,1,20120502165928Z,"""You are offensive and stupid."""
402,0,20120610112007Z,"""fuck the judges..better stop the boxing events!"""
412,0,20120611224133Z,"""yes he does my dick is hard\xa0 right now\xa0 i jacked off to him and pretended that it was someone else i knew"""
422,0,20120530022447Z,"""i like dbz better, but your opinion counts too."""
432,0,20120611183426Z,"""@daredevil241\xa0\xa0@tomislavgrujic\xa0yea well when you do make sure you punch him with your right hand otherwise it might not be authentic enough for him"""
442,1,,"""Big Deal Libturd... go crawl back under your rock..."""
452,0,20120610075747Z,"""make room for your 3rd roommate in Dot...."""
462,1,20120609201419Z,"""bitch fuck A e-thug,MOTHER FUCKER im A cold hearted SHAOLIN MONK,and believe me when i tell you THIS,I WILL HUNT YOU DOWN !!!"""
472,0,20120529223518Z,"""Just like Huff Bochy thinks Theriot  a player coming from a WS is an asset"""
482,0,20120515203457Z,"""What ever make's you sleep better at night ."""
492,0,20120609181939Z,"""He didn't say he was freestyling, WSHH fucked up. Give that young man his due credit."""
502,0,20120527185839Z,"""LOL I usually don't care for their announcers but that was good."""
512,0,20120529090959Z,"""Well, he did say ""not one"". That's still true, so he wasn't actually lying..."""
522,0,,"""@ikathyv don't ever say amazaballs ever again"""
532,0,20120620131711Z,"""I'll stick a tea bag up your azz."""
542,1,20120612023340Z,"""OMG now I feel sorry for you that was just pitful.\nEnough trying to converse with trailer park formaldehyde damaged brains.\nStep outside once and a while people"""
552,0,20120610024150Z,"""You're wonderful just the way you are!"""
562,0,20120612023206Z,"""@pokecheck \xa0\xa0@orby glass 1 - ex pen 0"""
572,0,20120619084729Z,"""man da chocolate nigga CANNOT SUCK DICK if i was on true's dick he would be shakin i promise dat bruh dam true is sooo phyne!!!!"""
582,0,20120528174251Z,"""@Lasers\xa0\xa0@ThunderChick2010\xa0\xa0@Lost Ones\xa0And I still have zero.. I started a like fest last weekend that got me up tow 105, but that has since disappeared! I feel shamed."""
592,0,20120620080331Z,"""Fuck, I wanted to hate this so bad."""
602,0,20120619185808Z,"""I like the cover that is a keyboard. Good idea. Hopefully it will be better than the nokia windows 8 phone. Okay, but not great."""
612,0,20120619230108Z,"""We\xa0 remain happy with our choices - have been quite sure that you are not settled."""
622,0,20120502153137Z,"""I would have been hard pressed not to empty the full mag. into the little black angel."""
632,0,20120529084622Z,"""I don't see nobody beating the heat four times..."""
642,1,20120611195902Z,"""She can act like she thinks she's perfect and be a naive bitch ;)"""
652,0,20120620000952Z,"""You are a day late and a dollar short."""
662,0,20120528100749Z,"""Does anyone think the Lib/Dems will ever ""own"" the tax cut for the richest 1% or the ""granny tax""?\nThose ""political party destroyers"" have George Osborne stamped all over them."""
672,0,,"""How so? Straight couples keep having gay babies."""
682,0,20120528185411Z,"""I watched some David's video clips on YouTube. To my surprise, I found him here too. It's great that somebody decided to speak about Polish language as well. It clears some superstitions and stereotypes about my language. It turned out that it's not that bad :-)"""
692,1,20120620094341Z,"""No idiot, tell it to the surpreme court and you're not even funny.....morning asshole go back to bed."""
702,0,20120612005442Z,"""Database systems are what I do for a living...."""
712,0,20120620001947Z,"""Do you really think your\xa0continuous\xa0rantings that someone might just believe you here? .... You do understand everyone gets a good chuckle when you post....xxoo Canada"""
722,0,20120620104302Z,"""I allways flag anything it says on the spot. It has proven itself to be a troll of the worst sort a spamming one."""
732,0,20120612043004Z,"""Hey! Teacher deserve every penny they can get. It is a thankless job and very important."""
742,0,20120618221747Z,"""I agree. It would have been better than doing nothing. Trouble is, BAA didn't get the political backing it needed. The 2003 white paper should have said that in 2030 Heathrow closes, we're building 4 new runways at Stansted, you ARE moving.\n\nGus"""
752,0,,"""i am so wanting a repub politician to blow it..lose his or her temper about the incompetence and the arrogance of the white house..of the short term fixes for campaign reasons and no solutions to our long term solvency and security! come on guys...be HUMAN!!!! Get MAD!!"""
762,1,20120320153505Z,"""RYAN...........GO BACK TO SUCKING YOUR MOTHERS TEAT................BOYWONDER"""
772,1,20120609184051Z,"""you dudes really need a fucking life.... plenty people with jobs dont have cars so for you to sitting here judging someone elses life really says alot .. shut da fuck up n just watch the video"""
782,1,20120610134825Z,"""BUDDHA  IS  A FAT ASS SLOB..........NUFFFFF SAID.  HE IS THE FAKE.  YOU MORON."""
792,0,20120610011338Z,"""Please do not talk shit about other artist in 2PM's article. We, Hottest, always respect other artists by not pushing them down to make our artist look better. We are a proud fandom."""
802,0,20120530061142Z,"""you troll so hard"""
812,1,20120610152339Z,"""Look who is talking...the payaso who sucks at both English and Spanish!"""
822,0,20120612015942Z,"""Well then is it true that you like anal?"""
832,0,20120530134833Z,"""I understand what you are saying.\n\nOut with the Black, in with the White."""
842,0,20120609181937Z,"""why are you here?  why do hate so much?  Maybe someday you will figure it out."""
852,0,,"""Whyte brings to mind a sleezy, greasy second hand car saleman in the act of conning some poor old dear out of her money. Where are all the ""in Whyte we trust"" comments now, slowly but surely the followers of rangers are awakening to the destinct demise of their team.........R.I.P."""
862,1,20120529042045Z,"""Shut up you PAWB. Lebron lsoing is not going to ad years to your life."""
872,0,20120619005651Z,"""Garfield....is that near Dixie Manor queeny? Or is that Key West for homosexuals of your kind homie?"""
882,0,20120611190714Z,"""@Poliveira23\xa0Well, If you are going to interview someone about lack of realism in a game you should...I dont know...actually play the game before making a fool out of yourself in an interview?"""
892,0,,"""@PaulMomo definitely, it is trumped the Burt Reynolds episode... and I thought that one was quite hilarious. Since this one had the ocelot, ergo, LATIN, it was better."""
902,0,20120620060012Z,"""I don't think she interrupted him while he was in the middle of a speech."""
912,0,20120612135932Z,"""Somehow, I feel that Pakistan is right in the middle of all of this garbage. Yet, the United States keeps supplying them with arms and money. No sense to this at all."""
922,0,,"""People have been born gay since the beginning of time.\\xc2\\xa0 Today, with social media and the web and the CONSTITUTION OF THE UNITED STATES, they're just not going to be shut-up anymore.\\xc2\\xa0 Despite the vile attacks from the right."""
932,0,20120529194546Z,"""""It's not you, it's me""\n\nWords I'm sure most zoobs have heard before in their life."""
942,0,20120528214436Z,"""Uhhh I hate the Dodgers, but they are the best team right now, and I agree AL > NL but they are the best team at the moment"""
952,0,20120528201016Z,"""What's his story? Sporadic starts? Never over 5 innings?"""
962,0,20120610151909Z,"""Wowee!!\xa0 Those are both high-energy, smart dogs.\xa0 And you're a few weeks away from delivery.\xa0 Your life is about to get even more interesting than it already is!\xa0 :)"""
972,1,20120612015803Z,"""Flag this loser's posts. Enough flags and he loses his nic automatically."""
982,1,20120529031824Z,"""Apparently, bad officiating never gets old to you morons."""
992,1,20120610062717Z,"""oh all of a sudden u changed ur picture to A WHITE GUY WITH PENNY LOAFERS....MUFUCKER U LAME"""
1002,0,20120529221255Z,"""That's a management issue. Not rank and file employee issue.\xa0Quit\xa0crying like a cry baby Just because people vote\xa0for other political\xa0parties than Republican."""
1012,1,20120612021945Z,"""Hush little negro don't say a word,\nMama gonna buy yawz some Thunderbird."""
1022,0,20120611184942Z,"""No. I know people who re-watch it habitually. I am, in fact, related to one of them."""
1032,0,20120620125738Z,"""Yeah so what's the big deal letting Iran and it's friends know they can not trust their software, nor trust in the safety or integrity of everything from their hardware to their people as they play with nuclear materials?"""
1042,0,20120529233626Z,"""You're da best, Matt Fowler"""
1052,0,20120619220638Z,"""So you think there is no reason that a government needs to keep a secret? \xa0Spreading classified info with you was wrong when it was scooter libby, right?"""
1062,0,20120610070105Z,"""Lavendar is my favorite color but you can get it in any color to match your room"""
1072,0,20120528102624Z,"""Maybe he is Canadian, would explain why he is gutted not to be going."""
1082,1,20120620030152Z,"""It is a great honor to be a Zionist. You are garbage, a retarded idiot."""
1092,1,,"""fly away gay_pusssy...fly away."""
1102,0,20120620005841Z,"""Your mother's."""
1112,0,20120619164200Z,"""You are 100% spot on in regards to that little brat."""
1122,1,20120529151717Z,"""you're a fighter not a lover,and your family needs to die too."""
1132,0,,"""No, they choose to be gay for the same reason Jerry Sandusky chooses to F boys in the rear...it's deviance, and I agree, once they are caught up in it, it's nearly impossible to stop. But it IS a choice.\\xc2\\xa0"""
1142,1,20120503035306Z,"""Now you went and...fucked..up this whole page."""
1152,0,,"""THEY FUCKING SLAYED!!!!\\n\\nThey just SLAYED everyone and MY LIFE with that SEXY, FLAWLESS, EPIC PERFORMANCE. """
1162,0,20120610040020Z,"""my big homo lil wayne fucks this nigga in his ass when it comes to music"""
1172,0,20120620134646Z,"""Many ppl report seeing an officer pounding away at his chest while screaming breathe you mofo."""
1182,0,20120610051138Z,"""wtfff is this shit??? he shot the fuck out for this shit.. Diz won and i only seen this clip of the battle. smh..."""
1192,0,20120610114910Z,"""When you could not reveal the names given of foreign a/c holders, you are nothing but an another piece of crap like PM, chidu, deshmukh, salman etc; you all lost the confidence of public because of lies after lies. History will never forgive you guys."""
1202,0,20120612082829Z,"""I'm assuming he has a mustache as well as the headphones and ipod case? It probably would have been more relevent to mention that."""
1212,0,20120611223754Z,"""Oh Pops you must really really be enamoured with Bill you naughty boy you"""
1222,0,20120610081532Z,"""ROFLMAO! \xa0Surely you jest! 8===========D\n\nOkay I am out of here...."""
1232,1,20120612120506Z,"""Well aren't you phucking special. It's easy to have all those things when your still living in your mother's basement. LOSER"""
1242,0,20120619041202Z,"""@Old Man Game\xa0\xa0@jameshardensbeard\xa0\xa0@Lost Ones\xa0He has ""shit"" in his name. \xa0They should have known."""
1252,0,,"""So, you don\\'t want to bring people out of poverty, Mitt? What exactly is this ""safety net""? Welfare programs? I thought you and your ilk wanted to cut those.\\n\\nYou\\'re not concerned about some honest Americans who, sadly, sometimes have to eat stone cold cans of Chef Boyardee ravioli to live since it is ""economical"" ?\\n\\nYou\\'re not concerned about those who want a job? Or those who want a better standard of living?\\n\\nYou were born into a <i>millionaire</i> aristocracy. You won God\\'s ""genetic lottery"" Powerball before you were even born. You should consider yourself very lucky and try and help the less fortunate with your wealth rather than hoard it in a little tropical island.\\n\\nYou, sir, are an complete asshole. What a selfish, callous, and bigoted remark to make.\\n\\nNobody lives in poverty because they want to, Mitt."""
1262,0,20120528150815Z,"""<div class=""forum-item forum-topic""><div class=""forum-item-title"">Whats with those American women?</div><div class=""forum-item-description"">Hope Lepchenko wins...that will make10 for 10, I think!</div></div>"""
1272,0,20120611140703Z,"""there is a lot of assad slave (shabihah) here fuuuck them"""
1282,0,,"""Well, I don\\'t like to use the word, unless it is special circumstances. But I was testing the limits of the free speech here, because your moderators claim that they don\\'t censor anything. I actually find it sexist to allow the term ""faggot"" but not c*nt. """
1292,0,20120530151037Z,"""And you are the winner of this Eli's discussion! You got it right on the money Tokyo!"""
1302,0,20120611183219Z,"""Fuck these two mellow teenage girls with beards...Give us Plinkett review."""
1312,0,20120610034149Z,"""we agree to disagree..........when someone wants to double tap me like your little buddy I don't take it lightly.......it's a direct threat.\xa0 I thank you for your service now I will continue mine getting Obama removed from office............."""
1322,1,20120529095331Z,"""And you are a terrorists pig."""
1332,1,20120527223059Z,"""I am sorry that your gay affirming inner-psych (opath) was disturbed (mentally) by my use of transgender; but a punk that is a male hiding behind a female screen name, has a myriad of issues (like your contributing zero to the conservative cause ass does too.) If you keep stalking bitch; I'll show you who's your daddy."""
1342,0,20120502104617Z,"""You're a little fella, aren't you?"""
1352,0,20120528043655Z,"""Sure you do have my number.\nYou somehow have to alert me when you are in heat.\nAnd thank you for giving my number to the other ladies."""
1362,0,20120528135838Z,"""Hasn't been pathetic yo, it will take a little while to get them back though, Mccourt actually trashed us."""
1372,0,20120618190221Z,"""I agree about Art of Fielding, the writing itself leaves a bit to be desired, but I did enjoy the book."""
1382,0,,"""Romney could beat Obama in an election with both hands tied behind his back."""
1392,1,20120528205957Z,"""Greatness ? how do his balls feel in your mouth?"""
1402,0,20120619182620Z,"""You are a rock star! For real. xo"""
1412,0,20120529013620Z,"""Have you always been a victim?"""
1422,0,20120530134746Z,"""Romney is the Etch-A-Sketch man. A term given to him by HIS OWN campaign staff.\n\nBeware."""
1432,0,20120612132734Z,"""Sic? Because you spelled it ""center"" or because you think it should still be called SkyDome?"""
1442,0,20120620180502Z,"""Dimwits.  They prevent Eric Holder from stopping the guns getting sold in massive quantities to people about to go into Mexico, and then they get all apoplectic.  \n\nWhere did Monica Lewinsky's dress go - are they sniffing it before their tirades so they can psyche themselves up?"""
1452,0,20120612144558Z,"""Nope, I'm fecking huge and I'm from Leeds. Also, since when was Aberdeen in the north of England?"""
1462,0,20120527174928Z,"""2007 and they made it to the world series"""
1472,0,20120612054631Z,"""I'd agree. Very friendly town, and it's friendly with depth. I've lived in other areas where people are 'friendly' but it's more of a politeness with little warmth."""
1482,0,20120619185845Z,"""scumbag. I read it as jimmy carter"""
1492,1,20120320191606Z,"""Your mom must be a real low life trashy hook er"""
1502,0,20120529021356Z,"""Jennifer you need to learn to be by yourself.  You do not need a man."""
1512,0,20120529223651Z,"""Yes, you are the only one. They are grown men that can take it its not kids playing the game."""
1522,0,20120611200303Z,"""He isnt a 100% satirist. He's actually very cordial in person...and does in fact use his iPhone day to day."""
1532,0,,"""Lucky Crouchy eh folks !! All you knockers are just jealous you ain't sharing a bed with her !!"""
1542,0,20120620144356Z,"""LIBERALISM is a mental disease."""
1552,0,20120529031433Z,"""when LeBron wins one, your become a lebron fan"""
1562,0,,"""So what, FOX news isn't real news, it's political opinion.\\xc2\\xa0 If they want to be considered\\xc2\\xa0real news, and not just a bunch of blow hards,\\xc2\\xa0they can't go around targeting everything toward or against the\\xc2\\xa0democrats.\\xc2\\xa0 """
1572,0,,"""@Bubs gotta keep on them about that stuff"""
1582,0,20120612125501Z,"""The birther movement will never end because those who cater to it will never accept that Barack Hussein Obama is our legitimate president.\n\nIt goes deeper than merely ideological differences..."""
1592,1,20120610150422Z,"""ILL FUCK YOU LIKE AN APE GAY BOY"""
1602,0,20120610000942Z,"""I guarantee everything I say is the truth"""
1612,1,20120620032048Z,"""@justin_mia Perkins is a knucklehead"""
1622,1,20120515234138Z,"""holy sh yt, you are one du mb ph uck"""
1632,0,,"""No you are not ""born"" craving something deviant, by definition. It\\'s a dumb argument. However, as I said, sick deviants have a right to do as they wish in their bedroom. But it is deviant, and abnormal, and they need to keep it out of everyone else\\'s face. All I am saying. Enough with the disgusting gay pride parades, etc.\\xc2\\xa0"""
1642,0,20120611192138Z,"""i was in littlehamton was mad but made a change to boring day at work."""
1652,1,20120527190231Z,"""No shut up. Black people don't need to be 'approved of' or 'pretty enough' for the Korean people. Fuck that shit. I am SO sick of black fans thinking that way. Truth is most Korean people don't find dark skin beautiful. Period. They also stereotype us as criminals and slutty. It's not US that need to change to fit their ideals, THEY have to change their backwards ass\xa0ignorant\xa0racist way of thinking. So you can take your 'Michelle is not idol material' and shove it please."""
1662,0,20120609180904Z,"""McCain is a disgrace to our country.\xa0 A war hero who is now acting like a sore loser since he lost election in 2008.\n\nThis war monger will not rest until they go away from senate."""
1672,0,20120529054010Z,"""No Kosh seeing the childish behaviour has already made the duck and little look very foolish already.\xa0 It shows how pathetic they are. \xa0 Why did they not just face up like men?"""
1682,0,20120619022408Z,"""@jakesnake99 Pelton v. Hollinger!\n\xa0\nI'm interested in Pelton's take on whether or not the Storm should tank."""
1692,0,20120611221706Z,"""another lefty trying to look like a right-wing racist. \xa0The dems are the racists ... period!"""
1702,0,20120529103600Z,"""burn your bra's"""
1712,0,20120529211741Z,"""Maybe you should look at a Youtube video by Zach Wahls called ""The Testimony"".  He and his sister were raised by gay parents.  You might find it enlightening to hear it from that point of view."""
1722,0,20120620022912Z,"""fuck fuck fuck D: this is trolls day -.- all the trolls united -.-"""
1732,0,20120528224005Z,"""No more juice, and more more Fielder"""
1742,0,20120620023238Z,"""What the fuck?"""
1752,1,20120619232634Z,"""You are disgusting.  Absolutely disgusting.  There is a young woman clinging to life and you feel the need to pass judgement.  Judge not lest you be judged."""
1762,1,20120610152945Z,"""Foolish rube. We blew $4 trillion already on that stupidity."""
1772,0,20120619133632Z,"""Okay, you blew it............now he knows we know................!!!\xa0 Bummer won't like you............and we all pray to bummmer.......well, if you stand on the left you do........ummmmm......watch the trolls go nuts now..........LMAO"""
1782,0,,"""This place will become another millenium dome.. spurs are not a big enough club for this sort of stadium... Its got 'failure as a football stadium and thus becomes a concert arena to pay the bills' written all over it..  and the funny thing is.. who the hell will travel to Tottenham for a concert??. There will be a big white elephant in tottenham to replace the rusty chicken.. hahahahahaha\\n\\n \\n\\n """
1792,0,,"""You have to have a truly twisted and evil mind to think up something like this bill.  Could it be one of ALEC's concoctions?"""
1802,0,20120611195311Z,"""He seemed very sour that first hour or so. Like I was saying, I think he shines on the stuff that means more to him. I was still elated to see him live finally."""
1812,0,,"""Apa tindakan JAKIM????"""
1822,0,20120611185905Z,"""We know whom Obama loves.....himself, only and always."""
1832,1,20120320135757Z,"""you're a sick fuck."""
1842,1,20120618233852Z,"""Your dad is a pecker jerk."""
1852,0,20120612013440Z,"""I think this was man on girl, so I don't understand your comment."""
1862,0,20120502163410Z,"""Like if you were unable to read this comment because other comments loaded so fast."""
1872,1,20120611231723Z,"""Senator Bryd\xa0 Democrat\n\nSaul Alinsky aka libtards\xa0 Socialist"""
1882,0,20120610023409Z,"""If I remember, his election was a very hotly contended one in the union and there's still a lot of soreness about it."""
1892,1,20120515201359Z,"""Bristol....just like your mom, you are an idiot.\xa0 Just another slave to right wing ideologies that do not cross paths with reality.\xa0 You are just another kid who had a kid."""
1902,0,20120527160701Z,"""You are\xa0absolutely\xa0right."""
1912,0,20120515231554Z,"""LOL man you are relentless."""
1922,1,20120620072356Z,"""Teresa, ""Heckle &amp; Jive""?? You are sooo uneducated, skanky, nasty, desperate, fake, a lier and a criminal. I never liked you before, but now I despise you. The more you open your mouth, the more you expose yourself for being a terrible mother, lousy friend, the absolute worst sister ever.You dont deserve to have your brother Joe, his super family, Jacqueline, Caroline, or cousin Kathy in your life. They are all much better than you or your dumb family!"""
1932,0,20120619120742Z,"""Flute as fuck!"""
1942,0,,"""The state is not dictating how catholic prey. It is not establishing a religion. Nor is it preventing Catholics from\\xc2\\xa0 practicing their religion with or without contraception. What it is doing is making contraceptives available on health insurance policies that Catholic owned businesses provide. Because it is available you dont have to use it. However those employed who wish to can do so."""
1952,0,,"""@LadyAnne Where did you get your 3% fact?!  I really want to know.  I don\\'t believe it for a second and would like to know where you pulled that number from.\\n\\n \\n\\nAbby Johnson (author of unPlanned) tells of her time with Planned Parenthood and how she would partake in budget meetings.  They literally doubled their ""quota"" for abortions for the upcoming year to double the current year - and by ""quota"" I do mean that staff was being told to encourage twice as many abortions to meet these numbers.  That is what Planned Parenthood is about."""
1962,1,20120320142518Z,"""hey jack a $ $ ..........once again it has been proven beyond a shadow of a doubt that your messiah is a lying fraud...........that so called BC was and is a FORGERY !!!!!!!!!!!!!!!your messiah is an anti-American racists fraud..............and you will all have to face that TRUTH real soon !!!!!!!!!!!!!!!!you are a phukin MORON !!!!!!!!!!!!!!!!"""
1972,0,20120620164524Z,"""@JenBroflovski\xa0\xa0@YinzerinCT\xa0Still Zero Fucks"""
1982,1,20120618234103Z,"""Are you retarded?\n\nTroll harder bitch."""
1992,1,20120619232440Z,"""That is also part of the as is part of the old law and fits right in with the word on that has been out there from 01 A.D. ..........Either you are dumb or you don't understand what you read ....DUH!!!!\n\nPlease thry figure it out before making such a stupid reply here is your 2nd chance to figure out my post......."""
2002,0,20120529223147Z,"""truth never needs a hearing ... it just is\n\nleft wing truth ... is only the truth"""
2012,0,20120620050741Z,"""I hope you are not setting the standard by using your real name on GC posts."""
2022,1,20120619000948Z,"""It's much better than the left wingnuts who got us into this mess in the first place! \xa0Like you Susan!"""
2032,0,,"""And we could put up a high-stakes Russian\\xc2\\xa0Roulette\\xc2\\xa0game, I\\'m sure a few people would ""choose"" to do that too. Like young girls ""choose"" prostitution, people ""choose"" to be crack heads... The fact that you can ""blow the rent money on the roll of the dice"" and leave your children homeless is case in point."""
2042,0,20120610140500Z,"""cause you never know when you're gonna need one. LOL ;o)"""
2052,0,20120619161616Z,"""tstev, you really ought to get a life. You accused me of being another commenter pretending to be a supporter of that commenter's stance in another article, long ago. You post more than anyone I have ever seen, and your posts are always vicious, petty and pointless and quick to whip out ad hominem attacks. You post so often that I wonder how do you, pray tell, make a living? Are you one of the 1%? Do you live in your parents' basement? I'm sure you'll accuse me of being yet another Abigail or something idiotic along those lines. By all means, deflect away from legitimate discussion. That's the height of maturity."""
2062,0,20120529035751Z,"""Illegal Cuban Zombies.. Castro's Revenge.. for Sega Genesis only..from Akklaim"""
2072,0,20120609205825Z,"""I will fuck the shit outta of judge Judy have her hollering ""order"" ""order"" ""order"""""
2082,0,20120528122044Z,"""The M25 struggles to cope with airport traffic. Tube connections are not useful for all travellers.\nThe infrastructure can't cope now!"""
2092,0,,"""Thanks for demonstraing the idiocy of the bigot. I'm not gay, but support gay marriage. Try and compute that one, dimwit. Your birth certifictae was an apology from the condom factory."""
2102,1,20120619134211Z,"""Really Joe?\xa0 \nI don't recall anywhere in the\xa0""All My Children"" storyline where little boys were raped and sodomized...refresh my memory please...\nBut I guess you'd know all about children, since you impregnated a 16 year old in the past wouldn't you?\xa0 You're as much a pos as your sicko client..........."""
